"feature_id","TIC","norm_TIC","actual_mz","actual_rt","sample_name"
"100_1",24351.8020935059,3087.30921623943,131.035522460938,6.14528333333333,"N39_DN2910_polar"
"100_2",174230.727111816,22088.883914996,131.034790039062,8.28203333333333,"N39_DN2910_polar"
"1000_1",4013.50357055664,508.829963187562,323.076812744141,4.02635,"N39_DN2910_polar"
"1001_0",48178.91015625,6108.09798727089,323.095733642578,6.6045,"N39_DN2910_polar"
"1001_1",1241530.578125,157400.62198972,323.098236083984,8.28203333333333,"N39_DN2910_polar"
"1002_0",2360.49841308594,299.262801071393,323.130279541016,4.01208333333333,"N39_DN2910_polar"
"1005_0",5021.54211425781,636.628582539974,324.096618652344,6.60806666666667,"N39_DN2910_polar"
"1005_1",161538.240234375,20479.7368151938,324.100921630859,8.28203333333333,"N39_DN2910_polar"
"1008_1",6796.64050292969,861.674663073781,325.093109130859,2.88296666666667,"N39_DN2910_polar"
"1008_2",23219.9022216797,2943.80752003104,325.091461181641,5.54325,"N39_DN2910_polar"
"1008_4",35336.8143615723,4479.98354422064,325.07080078125,8.28561666666667,"N39_DN2910_polar"
"1009_2",297512.287109375,37718.4580595041,325.182495117188,4.02278333333333,"N39_DN2910_polar"
"1010_0",417159.08203125,52887.2185166336,325.22412109375,1.12496666666667,"N39_DN2910_polar"
"1017_0",3196.15051269531,405.206353782092,327.046813964844,2.8187,"N39_DN2910_polar"
"1018_0",54053.5192871094,6852.87797693512,327.075866699219,1.62701666666667,"N39_DN2910_polar"
"1019_0",6851.74072265625,868.660241205758,327.090209960938,7.53528333333333,"N39_DN2910_polar"
"102_0",3390.13912963867,429.80013302829,132.028823852539,1.68413333333333,"N39_DN2910_polar"
"1028_0",16420.174621582,2081.74147633165,329.02880859375,2.81513333333333,"N39_DN2910_polar"
"103_1",17804.9599609375,2257.30386486821,132.0654296875,6.14171666666667,"N39_DN2910_polar"
"1031_0",22109.3649139404,2803.01415894852,329.082794189453,1.86458333333333,"N39_DN2910_polar"
"1031_1",10851.8474121094,1375.79175454797,329.089569091797,5.41993333333333,"N39_DN2910_polar"
"1032_0",5865.83039855957,743.667026400476,329.998992919922,6.36858333333333,"N39_DN2910_polar"
"1039_0",144253.728027344,18288.4150546905,331.045440673828,1.60916666666667,"N39_DN2910_polar"
"1039_1",8264.81811523438,1047.80948201408,331.055786132812,2.808,"N39_DN2910_polar"
"1040_1",491238.25390625,62278.9386522889,331.065551757812,3.35288333333333,"N39_DN2910_polar"
"1040_2",97235.7239990234,12327.4961621816,331.065338134766,4.21751666666667,"N39_DN2910_polar"
"1042_0",1093.6682434082,138.654709594695,331.175231933594,1.56631666666667,"N39_DN2910_polar"
"1045_0",62057.3757324219,7867.60286974543,332.068542480469,3.35288333333333,"N39_DN2910_polar"
"1045_1",49533.381942749,6279.81723882928,332.067291259766,6.44548333333333,"N39_DN2910_polar"
"105_0",18990.631652832,2407.62272536832,133.008010864258,1.37158333333333,"N39_DN2910_polar"
"105_1",345768.844497681,43836.400123785,133.013977050781,3.75661666666667,"N39_DN2910_polar"
"105_2",109992.095672607,13944.7425442937,133.014099121094,5.85223333333333,"N39_DN2910_polar"
"105_3",43967.7117919922,5574.20437761263,133.010055541992,8.32131666666667,"N39_DN2910_polar"
"1056_1",244282.125,30969.9648912709,333.057312011719,9.06458333333333,"N39_DN2910_polar"
"1057_1",10413.3541564941,1320.19980023914,333.071380615234,3.37075,"N39_DN2910_polar"
"106_0",13008.013458252,1649.14940095286,133.053146362305,2.26666666666667,"N39_DN2910_polar"
"106_1",26038.7445831299,3301.17893624964,133.04768371582,5.51468333333333,"N39_DN2910_polar"
"1065_0",16451.1684570312,2085.67085919463,334.061401367188,9.06458333333333,"N39_DN2910_polar"
"1069_0",3785.16705322266,479.881574412786,335.053405761719,9.05745,"N39_DN2910_polar"
"107_1",10272.922454834,1302.39593976414,134.013031005859,3.77805,"N39_DN2910_polar"
"108_0",240823.425064087,30531.4726537211,134.047073364258,1.5806,"N39_DN2910_polar"
"108_1",2903.2413482666,368.071477299875,134.037002563477,4.01921666666667,"N39_DN2910_polar"
"1081_0",19417.5599365234,2461.74847835583,337.051879882812,1.39658333333333,"N39_DN2910_polar"
"1082_0",544017.2578125,68970.2342105407,337.077362060547,6.53831666666667,"N39_DN2910_polar"
"1082_2",2584.16223144531,327.618787421346,337.074523925781,9.92751666666667,"N39_DN2910_polar"
"1088_0",67797.3671875,8595.31609821012,338.081604003906,6.53116666666667,"N39_DN2910_polar"
"1090_0",3392.48706054688,430.097802527416,338.891754150391,3.67258333333333,"N39_DN2910_polar"
"1092_0",5402.40200805664,684.913808237281,339.058349609375,2.17191666666667,"N39_DN2910_polar"
"1092_1",1243.64752197266,157.669007065536,339.051483154297,5.84866666666667,"N39_DN2910_polar"
"1093_0",228151.62109375,28924.9477224745,339.071228027344,1.69485,"N39_DN2910_polar"
"1093_1",14681.6657714844,1861.33419908741,339.08447265625,6.53831666666667,"N39_DN2910_polar"
"1094_0",2170.77621459961,275.20991621043,339.094177246094,8.17658333333333,"N39_DN2910_polar"
"1101_0",4598.40625,582.983630580013,341.05224609375,3.11696666666667,"N39_DN2910_polar"
"1101_1",9747.77941894531,1235.8185699121,341.049926757812,4.14253333333333,"N39_DN2910_polar"
"1103_0",29480.0721130371,3737.46870890735,341.081115722656,1.73248333333333,"N39_DN2910_polar"
"1103_1",2289.48205566406,290.259383010979,341.081115722656,2.78465,"N39_DN2910_polar"
"1103_2",12687.2618255615,1608.48467035401,341.079467773438,4.01208333333333,"N39_DN2910_polar"
