"feature_id","TIC","norm_TIC","actual_mz","actual_rt","sample_name"
"1003_0",1271.70239257812,2940.7337364319,282.083404541016,1.66595,"LA44_DN704"
"1008_8",4370.0661315918,10105.5097313745,283.059112548828,22.952,"LA44_DN704"
"102_0",17460.4951171875,40376.32338005,144.065490722656,0.705883333333333,"LA44_DN704"
"103_2",5481.25497436523,12675.0657348557,145.02946472168,7.50996666666667,"LA44_DN704"
"1035_6",6593.9716796875,15248.1548267137,285.038635253906,16.47695,"LA44_DN704"
"1035_7",70654.6001739502,163384.426716708,285.041595458984,17.751,"LA44_DN704"
"1035_8",7618.56927490234,17617.4738844587,285.038604736328,19.1403333333333,"LA44_DN704"
"104_0",20127.7545166016,46544.1970472297,145.061141967773,0.713033333333333,"LA44_DN704"
"1049_5",6327.64282226562,14632.2856889526,286.044342041016,17.7653333333333,"LA44_DN704"
"1049_6",1915.7961730957,4430.16107481574,286.042327880859,18.5616666666667,"LA44_DN704"
"10547_0",4188.23828125,9685.04398652437,949.254943847656,9.60813333333333,"LA44_DN704"
"1057_2",5327.11953735352,12318.6369963038,287.030120849609,5.19653333333333,"LA44_DN704"
"1057_3",2393.25216674805,5534.24875790061,287.049530029297,7.17038333333333,"LA44_DN704"
"1057_6",2021.40071105957,4674.36508773818,287.044342041016,12.4715333333333,"LA44_DN704"
"1063_4",19444.2074127197,44963.5363198794,287.222503662109,20.4141666666667,"LA44_DN704"
"1085_7",2239.87829589844,5179.58109436007,289.070373535156,14.8775166666667,"LA44_DN704"
"1098_1",11157.4152832031,25800.838094028,290.033142089844,9.72608333333333,"LA44_DN704"
"111_3",14643.3501586914,33861.8485562091,147.043212890625,9.71893333333333,"LA44_DN704"
"1111_6",11590.7293395996,26802.8502562699,291.193786621094,28.099,"LA44_DN704"
"1127_5",100034.475280762,231323.584811394,293.212127685547,27.6921666666667,"LA44_DN704"
"1127_6",26069.6162719727,60284.3876949883,293.211273193359,29.4801666666667,"LA44_DN704"
"1138_4",18330.9930114746,42389.2963367442,294.215789794922,27.6886666666667,"LA44_DN704"
"1138_5",4436.11004638672,10258.2322311173,294.213256835938,29.4765,"LA44_DN704"
"1148_3",83923.2962646484,194067.472105396,295.227203369141,28.9446666666667,"LA44_DN704"
"1158_1",14032.1929321289,32448.5849774775,296.234283447266,28.9483333333333,"LA44_DN704"
"1184_0",17351.3659667969,40123.9689172018,299.076629638672,4.5009,"LA44_DN704"
"120_4",1552.19522094727,3589.35618774309,151.00129699707,10.4226833333333,"LA44_DN704"
"120_5",4128.66201782227,9547.27753363808,150.999923706055,11.2290833333333,"LA44_DN704"
"1246_1",5450.16265869141,12603.166663045,304.997436523438,9.71536666666667,"LA44_DN704"
"12515_0",10497.2961425781,24274.3530938977,1070.7978515625,8.7338,"LA44_DN704"
"1253_0",2118.41107177734,4898.6955932174,305.169891357422,23.2586666666667,"LA44_DN704"
"1267_4",4471.57092285156,10340.2333316517,307.07861328125,13.2139666666667,"LA44_DN704"
"1291_1",5696.46583557129,13172.7276435607,309.207458496094,21.706,"LA44_DN704"
"1291_2",9855.38293457031,22789.9681956175,309.209136962891,24.8256666666667,"LA44_DN704"
"1309_4",11051.406463623,25555.6992046795,311.217529296875,26.0503333333333,"LA44_DN704"
"1354_0",3220.43867492676,7447.06679230797,315.078460693359,0.680583333333333,"LA44_DN704"
"14526_0",20114.3884277344,46513.2887870225,1213.33801269531,9.0734,"LA44_DN704"
"14538_0",5607.716796875,12967.5009382457,1214.34191894531,9.08698333333333,"LA44_DN704"
"1454_0",8553.07144165039,19778.4527931745,325.091735839844,7.50281666666667,"LA44_DN704"
"14552_0",2247.13598632812,5196.36405806268,1215.34240722656,9.08698333333333,"LA44_DN704"
"147_0",8227.84710693359,19026.3914786783,158.044128417969,0.680583333333333,"LA44_DN704"
"1479_1",14488.5922698975,33503.9804361116,327.217742919922,18.576,"LA44_DN704"
"14904_0",64581.0121154785,149339.627077282,1243.34924316406,8.99476666666667,"LA44_DN704"
"14918_0",54659.7529907227,126397.324234788,1244.35119628906,8.99118333333333,"LA44_DN704"
"14936_0",4792.2001953125,11081.6688466875,1245.3564453125,8.96973333333333,"LA44_DN704"
"15318_0",38932.048828125,90027.9735930808,1273.35949707031,8.33065,"LA44_DN704"
"15347_0",11672.0048828125,26990.7949619399,1275.36767578125,8.33065,"LA44_DN704"
"1547_0",11579.6707763672,26777.2780074765,333.056304931641,0.713033333333333,"LA44_DN704"
"156_0",162491.3828125,375751.350398465,160.060775756836,0.680583333333333,"LA44_DN704"
"15696_0",6768.896484375,15652.6577021392,1303.375,7.80598333333333,"LA44_DN704"
"15697_0",6038.1962890625,13962.958344716,1303.37585449219,7.79883333333333,"LA44_DN704"
"15714_0",3247.40832519531,7509.43245338354,1304.37170410156,7.79525,"LA44_DN704"
"158_5",2822.9312286377,6527.85521843078,161.021896362305,12.0290666666667,"LA44_DN704"
"1612_0",49196.6072998047,113764.135106508,341.108642578125,0.752333333333333,"LA44_DN704"
"168_3",3433.52653503418,7939.8193912644,163.037322998047,5.95358333333333,"LA44_DN704"
"168_4",14548.4556274414,33642.4107765222,163.03971862793,7.61293333333333,"LA44_DN704"
"1759_2",9240.24822998047,21367.5069430518,355.055419921875,7.03528333333333,"LA44_DN704"
"177_1",62561.0766601562,144668.650303512,164.070281982422,9.72608333333333,"LA44_DN704"
"180_0",5371.63818359375,12421.583633554,165.074630737305,9.72608333333333,"LA44_DN704"
"1824_1",7289.91790771484,16857.4877676965,361.197784423828,27.6636666666667,"LA44_DN704"
