sample,compound_number,TIC,norm_TIC,Cosine_Shared,Nshared,Nshared_Major,Percent_Shared
IngA_DN1885_polar,1599,21380,220992,0.987,1,1,0.5
IngA_DN1885_polar,1827,14050,145230,1,1,1,1
IngA_DN1885_polar,1853,6624,68471,0.726,1,1,0.5
IngA_DN1885_polar,1919,15221,157331,1,1,1,1
IngA_DN1885_polar,1922,6843,70735,1,1,1,1
IngA_DN1885_polar,1994,158450,1637753,0.502,1,1,0.5
IngA_DN1885_polar,1999,3178,32849,0.98,1,1,0.5
IngA_DN1885_polar,2001,9293,96062,1,1,1,1
IngA_DN1885_polar,2004,620515,6413706,1,1,1,1
IngA_DN1885_polar,2005,5105,52771,1,1,1,1
IngA_DN1885_polar,2009,4185,43258,1,1,1,1
IngA_DN1885_polar,2065,11573,119622,0.997,2,2,1
IngA_DN1885_polar,2092,14175,146521,1,1,1,1
IngA_DN1885_polar,2113,71742,741540,0.833,1,1,0.5
IngA_DN1885_polar,2292,28020,289623,1,1,1,1
IngA_DN1885_polar,2426,69565,719034,1,1,1,1
IngA_DN1885_polar,2436,17189,177674,1,1,1,1
IngC_DN1625_polar,6,3013078,30658215,0.813,22,1,1
IngC_DN1625_polar,13,1821918,18538104,0.973,8,4,0.571
IngC_DN1625_polar,14,7572568,77051244,0.768,26,3,1
IngC_DN1625_polar,26,565655,5755572,0.543,8,2,0.5
IngC_DN1625_polar,71,246481,2507957,0.791,5,3,1
IngC_DN1625_polar,76,160996,1638145,0.651,7,1,1
IngC_DN1625_polar,119,3279974,33373893,0.617,6,2,1
IngC_DN1625_polar,128,2549002,25936225,0.563,7,1,0.333
IngC_DN1625_polar,138,7257818,73848646,0.789,15,3,1
IngC_DN1625_polar,139,3389,34486,0.986,1,1,0.5
IngC_DN1625_polar,148,93909,955535,0.994,5,3,1
IngC_DN1625_polar,149,3227786,32842879,0.514,3,1,0.333
IngC_DN1625_polar,183,24784,252182,0.752,2,1,0.5
IngC_DN1625_polar,193,659593,6711400,0.924,6,3,0.75
IngC_DN1625_polar,198,220865,2247314,0.979,3,1,0.5
IngC_DN1625_polar,287,219537,2233801,0.998,3,2,0.667
IngC_DN1625_polar,327,23255,236628,0.816,2,1,0.5
IngC_DN1625_polar,363,69550,707676,0.999,1,1,1
IngC_DN1625_polar,367,38663,393407,0.712,2,1,1
IngC_DN1625_polar,397,26830,273002,0.998,1,1,0.5
IngC_DN1625_polar,405,61268,623408,0.616,4,1,1
IngC_DN1625_polar,419,1127594,11473331,0.964,3,2,0.5
IngC_DN1625_polar,433,3932141,40009732,0.939,5,1,1
IngC_DN1625_polar,437,53428,543638,0.973,3,3,0.75
IngC_DN1625_polar,484,16867,171627,0.588,1,1,0.333
IngC_DN1625_polar,518,3994,40642,0.984,1,1,0.333
IngC_DN1625_polar,522,1285189,13076863,0.998,1,1,0.5
IngC_DN1625_polar,525,1440176,14653867,1,5,1,1
IngC_DN1625_polar,530,247867,2522067,0.883,2,2,0.667
IngC_DN1625_polar,573,8699,88516,0.999,1,1,1
IngC_DN1625_polar,596,28463,289619,0.551,2,1,0.333
IngC_DN1625_polar,617,14410,146629,0.892,2,1,0.5
IngC_DN1625_polar,627,706463,7188301,0.905,2,2,0.5
IngC_DN1625_polar,645,58630,596567,0.561,3,2,1
IngC_DN1625_polar,665,1931804,19656204,0.743,6,3,1
IngC_DN1625_polar,686,58975,600075,0.913,3,2,1
IngC_DN1625_polar,699,4290,43656,0.998,1,1,0.5
IngC_DN1625_polar,701,34657,352641,0.645,2,1,1
IngC_DN1625_polar,704,45156,459474,0.548,2,1,0.5
IngC_DN1625_polar,719,432045,4396082,0.971,3,2,1
IngC_DN1625_polar,736,36303,369391,0.979,4,4,1
IngC_DN1625_polar,746,7030,71536,0.992,1,1,0.333
IngC_DN1625_polar,747,12518,127380,0.998,1,1,1
IngC_DN1625_polar,765,16885,171808,0.986,1,1,0.5
IngC_DN1625_polar,777,27916,284055,1,1,1,1
IngC_DN1625_polar,790,20911,212778,1,1,1,1
IngC_DN1625_polar,822,47208,480349,0.934,2,2,1
IngC_DN1625_polar,873,7206,73328,1,1,1,1
IngC_DN1625_polar,880,186132,1893909,0.897,1,1,0.333
IngC_DN1625_polar,887,69974,711992,0.851,1,1,0.333
IngC_DN1625_polar,904,27084,275581,0.903,1,1,0.5
IngC_DN1625_polar,911,15000,152631,0.914,2,2,0.667
IngC_DN1625_polar,912,30182,307105,0.946,2,2,1
IngC_DN1625_polar,918,10418,106013,0.954,1,1,0.5
IngC_DN1625_polar,930,108289,1101846,0.997,1,1,0.5
IngC_DN1625_polar,938,26300,267609,0.532,2,2,0.667
IngC_DN1625_polar,948,151300,1539490,0.991,2,2,1
IngC_DN1625_polar,1009,40005,407055,0.999,1,1,1
IngC_DN1625_polar,1026,8707,88601,0.999,1,1,1
IngC_DN1625_polar,1057,103470,1052819,0.991,3,1,1
IngC_DN1625_polar,1062,475302,4836230,0.979,3,2,1
IngC_DN1625_polar,1110,19178,195145,0.884,2,1,1
IngC_DN1625_polar,1181,37321,379744,0.936,2,2,1
IngC_DN1625_polar,1205,5565,56632,0.676,1,1,0.333
IngC_DN1625_polar,1209,198490,2019649,1,1,1,1
IngC_DN1625_polar,1213,46476,472898,0.965,1,1,0.5
IngC_DN1625_polar,1219,19407,197471,0.998,1,1,0.5
IngC_DN1625_polar,1265,68748,699519,1,1,1,1
IngC_DN1625_polar,1296,29464,299802,1,1,1,1
IngC_DN1625_polar,1336,51347,522463,0.829,1,1,0.5
IngC_DN1625_polar,1350,6592,67083,1,1,1,1
IngC_DN1625_polar,1411,4810,48950,1,1,1,1
IngC_DN1625_polar,1414,11919,121276,1,1,1,1
IngC_DN1625_polar,1417,60279,613342,1,1,1,1
IngC_DN1625_polar,1453,95961,976415,1,1,1,1
IngC_DN1625_polar,1456,7437,75676,0.997,1,1,0.5
IngC_DN1625_polar,1461,6484,65981,0.998,1,1,0.5
IngC_DN1625_polar,1477,7683,78178,0.999,1,1,1
IngC_DN1625_polar,1534,42589,433350,0.993,1,1,0.5
IngC_DN1625_polar,1535,8949,91060,1,1,1,1
IngC_DN1625_polar,1542,961658,9784923,0.506,1,1,0.5
IngC_DN1625_polar,1555,12312,125279,0.992,2,2,1
IngC_DN1625_polar,1557,32499,330686,1,1,1,1
IngC_DN1625_polar,1572,17072,173717,0.994,1,1,0.5
IngC_DN1625_polar,1573,30417,309504,1,1,1,1
IngC_DN1625_polar,1625,4381,44583,1,1,1,1
IngC_DN1625_polar,1639,5240,53324,0.987,1,1,0.5
IngC_DN1625_polar,1679,11657,118612,0.999,1,1,1
IngC_DN1625_polar,1782,4052,41239,1,1,1,1
IngC_DN1625_polar,1791,6561,66763,1,1,1,1
IngC_DN1625_polar,1801,14672,149296,1,1,1,1
IngC_DN1625_polar,1853,95961,976415,0.726,1,1,0.5
IngC_DN1625_polar,1873,4957,50447,0.868,1,1,0.5
IngC_DN1625_polar,1927,23149,235545,1,1,1,1
IngC_DN1625_polar,1972,9066,92256,0.793,1,1,0.5
IngC_DN1625_polar,1984,4557,46376,1,1,1,1
IngC_DN1625_polar,1994,189999,1933250,0.502,1,1,0.5
IngC_DN1625_polar,2004,361828,3681618,1,1,1,1
IngC_DN1625_polar,2036,5956,60612,0.848,1,1,0.5
IngC_DN1625_polar,2065,5808,59098,0.725,1,1,0.5
IngC_DN1625_polar,2113,64783,659172,0.833,1,1,0.5
IngC_DN1625_polar,2175,69841,710641,0.529,2,2,1
IngC_DN1625_polar,2262,6618,67344,0.999,1,1,0.5
IngC_DN1625_polar,2289,12350,125671,1,1,1,1
IngC_DN1625_polar,2292,31113,316580,1,1,1,1
IngC_DN1625_polar,2432,3598,36611,1,1,1,1
IngC_DN1625_polar,2510,7901,80394,1,1,1,1
IngC_DN1625_polar,2513,103865,1056840,1,1,1,1
IngC_DN1625_polar,2585,3570,36334,1,1,1,1
IngC_DN1626_polar,3,268600,2733024,0.673,8,6,0.4
IngC_DN1626_polar,5,1622366,16507659,0.937,11,2,0.667
IngC_DN1626_polar,6,3241483,32982252,0.866,21,1,1
IngC_DN1626_polar,13,1470710,14964545,0.646,7,4,0.571
IngC_DN1626_polar,14,7589090,77219361,0.816,28,3,1
IngC_DN1626_polar,71,232944,2370223,0.96,6,3,1
IngC_DN1626_polar,76,308926,3143343,0.546,7,1,1
IngC_DN1626_polar,96,210237,2139175,0.674,7,4,0.308
IngC_DN1626_polar,119,3276281,33336320,0.512,7,2,1
IngC_DN1626_polar,138,7202271,73283454,0.788,15,3,1
IngC_DN1626_polar,148,101089,1028589,0.988,6,3,1
IngC_DN1626_polar,149,4142082,42145884,0.505,3,1,0.333
IngC_DN1626_polar,183,37013,376614,0.803,2,1,0.5
IngC_DN1626_polar,184,220795,2246600,0.716,7,3,0.6
IngC_DN1626_polar,198,184146,1873698,0.823,3,1,0.5
IngC_DN1626_polar,287,110927,1128690,0.986,2,2,0.667
IngC_DN1626_polar,321,96956,986534,0.607,2,2,0.667
IngC_DN1626_polar,327,16814,171092,0.838,1,1,0.5
IngC_DN1626_polar,347,83673,851382,0.503,2,2,0.5
IngC_DN1626_polar,363,55138,561041,0.999,1,1,1
IngC_DN1626_polar,367,36216,368501,0.559,2,1,1
IngC_DN1626_polar,397,27186,276625,0.973,2,1,0.5
IngC_DN1626_polar,405,47018,478415,0.781,3,1,1
IngC_DN1626_polar,419,419148,4264858,0.907,3,2,0.5
IngC_DN1626_polar,433,3679057,37434581,0.993,5,1,1
IngC_DN1626_polar,437,41596,423241,0.943,3,3,0.75
IngC_DN1626_polar,484,14724,149823,0.588,1,1,0.333
IngC_DN1626_polar,522,1496610,15228085,0.998,1,1,0.5
IngC_DN1626_polar,525,1998484,20334678,1,5,1,1
IngC_DN1626_polar,530,173066,1760964,0.888,2,2,0.667
IngC_DN1626_polar,539,6702,68194,0.663,1,1,0.333
IngC_DN1626_polar,573,5891,59947,0.999,1,1,1
IngC_DN1626_polar,596,128159,1304026,0.954,4,3,1
IngC_DN1626_polar,617,6985,71075,0.975,1,1,0.5
IngC_DN1626_polar,627,1041552,10597846,0.954,2,2,0.5
IngC_DN1626_polar,665,1722676,17528314,0.773,7,3,1
IngC_DN1626_polar,686,26936,274083,0.643,2,1,0.5
IngC_DN1626_polar,694,40757,414709,0.995,2,2,1
IngC_DN1626_polar,701,31015,315581,0.946,2,1,1
IngC_DN1626_polar,704,29636,301555,0.729,2,1,0.5
IngC_DN1626_polar,719,221811,2256941,0.995,3,2,1
IngC_DN1626_polar,727,110310,1122419,0.746,4,4,0.667
IngC_DN1626_polar,736,39243,399309,0.981,4,4,1
IngC_DN1626_polar,746,5351,54449,0.992,1,1,0.333
IngC_DN1626_polar,747,8903,90598,0.998,1,1,1
IngC_DN1626_polar,765,19962,203116,0.986,1,1,0.5
IngC_DN1626_polar,777,23135,235409,1,1,1,1
IngC_DN1626_polar,790,14028,142744,1,1,1,1
IngC_DN1626_polar,822,50927,518190,0.909,2,2,1
IngC_DN1626_polar,880,232770,2368453,0.897,1,1,0.333
IngC_DN1626_polar,887,106771,1086406,0.851,1,1,0.333
IngC_DN1626_polar,904,23641,240550,0.903,1,1,0.5
IngC_DN1626_polar,911,18259,185789,0.779,2,2,0.667
IngC_DN1626_polar,912,59491,605329,0.99,2,2,1
IngC_DN1626_polar,918,20367,207242,0.954,1,1,0.5
IngC_DN1626_polar,930,84987,864750,0.997,1,1,0.5
IngC_DN1626_polar,938,30318,308490,0.574,2,2,0.667
IngC_DN1626_polar,948,30896,314370,0.925,2,2,1
IngC_DN1626_polar,1009,63471,645826,0.999,1,1,1
IngC_DN1626_polar,1026,5531,56285,0.999,1,1,1
IngC_DN1626_polar,1057,67891,690804,0.988,3,1,1
IngC_DN1626_polar,1062,543323,5528344,0.964,3,2,1
IngC_DN1626_polar,1095,6076,61827,1,1,1,1
IngC_DN1626_polar,1110,17331,176345,0.928,2,1,1
IngC_DN1626_polar,1155,4544,46241,0.992,1,1,0.5
IngC_DN1626_polar,1181,5130,52206,0.995,1,1,0.5
IngC_DN1626_polar,1209,151666,1543214,1,1,1,1
IngC_DN1626_polar,1213,47488,483195,0.965,1,1,0.5
IngC_DN1626_polar,1219,8047,81885,0.998,1,1,0.5
IngC_DN1626_polar,1256,4771,48551,0.998,1,1,0.5
IngC_DN1626_polar,1265,52404,533218,1,1,1,1
IngC_DN1626_polar,1292,10745,109332,0.665,2,1,1
IngC_DN1626_polar,1296,7088,72122,1,1,1,1
IngC_DN1626_polar,1324,12319,125353,1,1,1,1
IngC_DN1626_polar,1336,75018,763312,0.829,1,1,0.5
IngC_DN1626_polar,1414,5831,59335,1,1,1,1
IngC_DN1626_polar,1416,3950,40199,1,1,1,1
IngC_DN1626_polar,1417,78853,802336,1,1,1,1
IngC_DN1626_polar,1453,27327,278062,1,1,1,1
IngC_DN1626_polar,1456,11523,117256,0.997,1,1,0.5
IngC_DN1626_polar,1460,3404,34642,1,1,1,1
IngC_DN1626_polar,1461,10691,108784,0.998,1,1,0.5
IngC_DN1626_polar,1495,7230,73567,0.998,1,1,0.5
IngC_DN1626_polar,1521,5013,51014,1,1,1,1
IngC_DN1626_polar,1530,26880,273514,0.75,2,2,0.4
IngC_DN1626_polar,1534,50084,509607,1,2,2,1
IngC_DN1626_polar,1535,12391,126085,1,1,1,1
IngC_DN1626_polar,1542,285049,2900389,0.506,1,1,0.5
IngC_DN1626_polar,1555,13850,140925,0.988,2,2,1
IngC_DN1626_polar,1557,10540,107249,1,1,1,1
IngC_DN1626_polar,1572,31958,325175,0.999,2,2,1
IngC_DN1626_polar,1573,23463,238740,1,1,1,1
IngC_DN1626_polar,1639,4533,46128,0.987,1,1,0.5
IngC_DN1626_polar,1679,4793,48772,0.999,1,1,1
IngC_DN1626_polar,1752,3320,33783,0.958,1,1,0.5
IngC_DN1626_polar,1782,3509,35709,1,1,1,1
IngC_DN1626_polar,1791,7550,76828,1,1,1,1
IngC_DN1626_polar,1801,17342,176465,1,1,1,1
IngC_DN1626_polar,1853,27327,278062,0.726,1,1,0.5
IngC_DN1626_polar,1927,24946,253832,1,1,1,1
IngC_DN1626_polar,1951,3641,37054,1,1,1,1
IngC_DN1626_polar,1972,10778,109667,0.793,1,1,0.5
IngC_DN1626_polar,1994,183283,1864919,0.502,1,1,0.5
IngC_DN1626_polar,2004,1204721,12258100,1,1,1,1
IngC_DN1626_polar,2036,10386,105682,0.992,2,2,1
IngC_DN1626_polar,2065,4868,49539,0.725,1,1,0.5
IngC_DN1626_polar,2113,71205,724519,0.833,1,1,0.5
IngC_DN1626_polar,2175,108687,1105900,0.592,2,2,1
IngC_DN1626_polar,2262,8120,82628,0.999,1,1,0.5
IngC_DN1626_polar,2264,9541,97088,1,1,1,1
IngC_DN1626_polar,2292,33556,341435,1,1,1,1
IngC_DN1626_polar,2302,7177,73030,1,1,1,1
IngC_DN1626_polar,2426,6723,68416,1,1,1,1
IngC_DN1626_polar,2513,83731,851975,1,1,1,1
IngC_DN1626_polar,2585,4216,42908,1,1,1,1
IngC_DN1626_polar,2739,4414,44921,1,1,1,1
IngC_DN1678_polar,5,1105122,11244674,0.564,9,2,0.667
IngC_DN1678_polar,6,4572164,46521990,0.79,23,1,1
IngC_DN1678_polar,13,1047708,10660480,0.963,7,4,0.571
IngC_DN1678_polar,14,10255134,104346484,0.557,28,3,1
IngC_DN1678_polar,18,1747725,17783193,0.753,11,2,1
IngC_DN1678_polar,26,241619,2458491,0.948,7,2,0.5
IngC_DN1678_polar,71,79366,807555,0.948,5,3,1
IngC_DN1678_polar,76,323310,3289699,0.914,7,1,1
IngC_DN1678_polar,96,209331,2129962,0.707,6,4,0.308
IngC_DN1678_polar,128,3821133,38880218,0.606,10,3,1
IngC_DN1678_polar,138,9959313,101336487,0.936,18,3,1
IngC_DN1678_polar,148,129066,1313252,0.984,6,3,1
IngC_DN1678_polar,149,2837182,28868472,0.516,3,1,0.333
IngC_DN1678_polar,183,39945,406443,0.819,2,1,0.5
IngC_DN1678_polar,198,56198,571827,0.794,2,1,0.5
IngC_DN1678_polar,270,40543,412532,0.562,5,2,1
IngC_DN1678_polar,287,31499,320506,0.977,1,1,0.333
IngC_DN1678_polar,321,101420,1031953,0.533,2,2,0.667
IngC_DN1678_polar,363,56915,579119,0.999,1,1,1
IngC_DN1678_polar,397,53566,545045,0.974,4,1,0.5
IngC_DN1678_polar,405,42007,427431,0.9,3,1,1
IngC_DN1678_polar,419,612722,6234483,0.961,3,2,0.5
IngC_DN1678_polar,433,3073212,31270080,0.977,5,1,1
IngC_DN1678_polar,437,65500,666466,0.883,3,3,0.75
IngC_DN1678_polar,458,8714,88672,1,1,1,1
IngC_DN1678_polar,484,24342,247691,0.588,1,1,0.333
IngC_DN1678_polar,522,2008110,20432622,0.998,1,1,0.5
IngC_DN1678_polar,525,1991886,20267535,1,4,1,1
IngC_DN1678_polar,617,8085,82274,0.975,1,1,0.5
IngC_DN1678_polar,645,50705,515932,0.603,3,2,1
IngC_DN1678_polar,665,2381506,24231942,0.953,8,3,1
IngC_DN1678_polar,686,47022,478454,0.685,2,1,0.5
IngC_DN1678_polar,694,4677,47597,0.995,1,1,0.5
IngC_DN1678_polar,701,54212,551612,0.86,3,1,1
IngC_DN1678_polar,704,24342,247691,0.988,1,1,0.5
IngC_DN1678_polar,729,17414,177193,0.567,2,1,1
IngC_DN1678_polar,736,54108,550555,0.975,4,4,1
IngC_DN1678_polar,746,10855,110456,0.924,2,1,0.333
IngC_DN1678_polar,747,4903,49896,0.998,1,1,1
IngC_DN1678_polar,765,21884,222678,0.986,1,1,0.5
IngC_DN1678_polar,777,33207,337884,1,1,1,1
IngC_DN1678_polar,790,11614,118174,1,1,1,1
IngC_DN1678_polar,822,59302,603409,0.926,2,2,1
IngC_DN1678_polar,880,277932,2827980,0.897,1,1,0.333
IngC_DN1678_polar,887,53872,548156,0.851,1,1,0.333
IngC_DN1678_polar,897,335986,3418680,0.845,3,2,0.667
IngC_DN1678_polar,904,56733,577261,0.903,1,1,0.5
IngC_DN1678_polar,911,23549,239612,0.906,2,2,0.667
IngC_DN1678_polar,912,72975,742525,0.991,3,2,1
IngC_DN1678_polar,918,18426,187494,0.954,1,1,0.5
IngC_DN1678_polar,930,87597,891310,0.997,1,1,0.5
IngC_DN1678_polar,938,53024,539524,0.613,2,2,0.667
IngC_DN1678_polar,940,19011,193441,0.578,3,2,1
IngC_DN1678_polar,947,7752,78884,1,1,1,1
IngC_DN1678_polar,991,4071,41430,0.996,1,1,0.5
IngC_DN1678_polar,1009,55291,562596,0.999,1,1,1
IngC_DN1678_polar,1026,6756,68750,0.999,1,1,1
IngC_DN1678_polar,1057,35291,359095,0.963,2,1,1
IngC_DN1678_polar,1062,1129666,11494411,0.927,3,2,1
IngC_DN1678_polar,1095,3394,34534,1,1,1,1
IngC_DN1678_polar,1101,18616,189419,0.767,2,2,1
IngC_DN1678_polar,1110,45957,467615,0.964,2,1,1
IngC_DN1678_polar,1163,11715,119206,0.681,2,1,1
IngC_DN1678_polar,1181,24257,246825,0.971,2,2,1
IngC_DN1678_polar,1193,6599,67145,0.999,1,1,1
IngC_DN1678_polar,1209,70749,719876,1,1,1,1
IngC_DN1678_polar,1213,76704,780471,0.965,1,1,0.5
IngC_DN1678_polar,1219,22867,232682,0.998,1,1,0.5
IngC_DN1678_polar,1256,3890,39583,0.998,1,1,0.5
IngC_DN1678_polar,1324,3325,33840,1,1,1,1
IngC_DN1678_polar,1336,74256,755566,0.829,1,1,0.5
IngC_DN1678_polar,1414,10324,105055,1,1,1,1
IngC_DN1678_polar,1417,54161,551099,1,1,1,1
IngC_DN1678_polar,1453,49597,504659,1,1,1,1
IngC_DN1678_polar,1456,11913,121215,0.997,1,1,0.5
IngC_DN1678_polar,1461,6943,70646,0.998,1,1,0.5
IngC_DN1678_polar,1521,5099,51884,1,1,1,1
IngC_DN1678_polar,1526,163557,1664210,0.502,4,4,0.571
IngC_DN1678_polar,1534,66700,678685,0.998,2,2,1
IngC_DN1678_polar,1535,14021,142668,1,1,1,1
IngC_DN1678_polar,1542,509252,5181667,0.506,1,1,0.5
IngC_DN1678_polar,1555,20078,204303,0.989,2,2,1
IngC_DN1678_polar,1557,29149,296601,1,1,1,1
IngC_DN1678_polar,1572,12614,128354,0.994,1,1,0.5
IngC_DN1678_polar,1573,31341,318896,1,1,1,1
IngC_DN1678_polar,1630,3346,34050,1,1,1,1
IngC_DN1678_polar,1639,9494,96604,0.987,1,1,0.5
IngC_DN1678_polar,1679,6559,66746,0.999,1,1,1
IngC_DN1678_polar,1782,4901,49877,1,1,1,1
IngC_DN1678_polar,1791,7195,73212,1,1,1,1
IngC_DN1678_polar,1853,49597,504659,0.726,1,1,0.5
IngC_DN1678_polar,1927,108400,1102976,1,1,1,1
IngC_DN1678_polar,1972,10395,105770,0.793,1,1,0.5
IngC_DN1678_polar,1994,105209,1070508,0.502,1,1,0.5
IngC_DN1678_polar,1999,3252,33097,0.98,1,1,0.5
IngC_DN1678_polar,2004,438507,4461834,1,1,1,1
IngC_DN1678_polar,2065,22172,225606,0.936,2,2,1
IngC_DN1678_polar,2113,78102,794696,0.833,1,1,0.5
IngC_DN1678_polar,2129,8502,86508,1,1,1,1
IngC_DN1678_polar,2150,6232,63412,0.625,1,1,0.5
IngC_DN1678_polar,2175,110074,1120014,0.614,2,2,1
IngC_DN1678_polar,2262,13567,138054,0.999,1,1,0.5
IngC_DN1678_polar,2289,6363,64747,1,1,1,1
IngC_DN1678_polar,2292,53991,549361,1,1,1,1
IngC_DN1678_polar,2302,5804,59064,1,1,1,1
IngC_DN1678_polar,2461,3970,40403,1,1,1,1
IngC_DN1678_polar,2513,48232,490769,1,1,1,1
IngC_DN1678_polar,2548,5659,57582,1,1,1,1
IngC_DN1678_polar,2585,6070,61764,1,1,1,1
IngC_DN1679_polar,6,3048117,31014741,0.837,24,1,1
IngC_DN1679_polar,13,1290592,13131842,0.97,8,4,0.571
IngC_DN1679_polar,14,4632458,47135481,0.784,26,3,1
IngC_DN1679_polar,26,261775,2663581,0.636,7,2,0.5
IngC_DN1679_polar,71,220534,2243953,0.889,5,3,1
IngC_DN1679_polar,119,2609042,26547127,0.516,7,2,1
IngC_DN1679_polar,138,4376195,44528001,0.73,14,3,1
IngC_DN1679_polar,148,102023,1038091,0.994,5,3,1
IngC_DN1679_polar,149,1919695,19532989,0.516,3,1,0.333
IngC_DN1679_polar,183,34215,348147,0.797,2,1,0.5
IngC_DN1679_polar,193,608731,6193874,0.953,6,3,0.75
IngC_DN1679_polar,198,182853,1860541,0.928,2,1,0.5
IngC_DN1679_polar,235,118858,1209392,0.555,2,1,0.5
IngC_DN1679_polar,283,231093,2351390,0.809,4,3,0.429
IngC_DN1679_polar,287,143770,1462870,0.993,2,2,0.667
IngC_DN1679_polar,299,12336,125524,0.532,3,2,0.333
IngC_DN1679_polar,321,262232,2668229,0.925,2,2,0.667
IngC_DN1679_polar,327,11350,115488,0.646,2,1,0.5
IngC_DN1679_polar,363,323136,3287924,1,3,1,1
IngC_DN1679_polar,397,32432,329998,0.998,1,1,0.5
IngC_DN1679_polar,405,76522,778622,0.856,5,1,1
IngC_DN1679_polar,419,895965,9116489,0.964,3,2,0.5
IngC_DN1679_polar,433,2622971,26688863,0.905,5,1,1
IngC_DN1679_polar,437,48310,491557,0.989,3,3,0.75
IngC_DN1679_polar,484,27654,281384,0.588,1,1,0.333
IngC_DN1679_polar,518,8197,83410,0.984,1,1,0.333
IngC_DN1679_polar,522,1187469,12082560,0.998,1,1,0.5
IngC_DN1679_polar,525,4163966,42368558,1,5,1,1
IngC_DN1679_polar,530,86533,880484,0.897,2,2,0.667
IngC_DN1679_polar,573,19170,195062,0.999,1,1,1
IngC_DN1679_polar,617,19703,200479,0.659,2,1,0.5
IngC_DN1679_polar,627,302378,3076719,0.937,2,2,0.5
IngC_DN1679_polar,665,1347436,13710234,0.753,6,3,1
IngC_DN1679_polar,686,58065,590819,0.578,3,1,0.5
IngC_DN1679_polar,694,5165,52556,0.995,1,1,0.5
IngC_DN1679_polar,701,42214,429533,0.95,2,1,1
IngC_DN1679_polar,704,39254,399414,0.93,2,1,0.5
IngC_DN1679_polar,719,169940,1729155,0.915,3,2,1
IngC_DN1679_polar,729,60746,618093,0.569,5,1,1
IngC_DN1679_polar,736,35208,358252,0.986,3,3,0.75
IngC_DN1679_polar,746,10385,105672,0.992,1,1,0.333
IngC_DN1679_polar,747,57827,588397,0.998,1,1,1
IngC_DN1679_polar,765,19253,195901,0.986,1,1,0.5
IngC_DN1679_polar,777,43325,440834,1,1,1,1
IngC_DN1679_polar,790,24305,247304,1,1,1,1
IngC_DN1679_polar,822,46010,468161,0.887,2,2,1
IngC_DN1679_polar,880,320674,3262875,0.897,1,1,0.333
IngC_DN1679_polar,887,56965,579627,0.851,1,1,0.333
IngC_DN1679_polar,904,12446,126641,0.903,1,1,0.5
IngC_DN1679_polar,911,22609,230057,0.967,2,2,0.667
IngC_DN1679_polar,912,69762,709834,0.99,3,2,1
IngC_DN1679_polar,918,8090,82322,0.954,1,1,0.5
IngC_DN1679_polar,930,68698,699009,0.997,1,1,0.5
IngC_DN1679_polar,948,116490,1185297,0.969,2,2,1
IngC_DN1679_polar,991,4148,42215,0.996,1,1,0.5
IngC_DN1679_polar,1009,32268,328329,0.999,1,1,1
IngC_DN1679_polar,1015,10104,102815,0.997,1,1,0.5
IngC_DN1679_polar,1026,9171,93322,0.999,1,1,1
IngC_DN1679_polar,1057,53622,545607,0.827,3,1,1
IngC_DN1679_polar,1062,190852,1941930,1,3,2,1
IngC_DN1679_polar,1095,6516,66308,1,1,1,1
IngC_DN1679_polar,1110,20109,204619,0.847,2,1,1
IngC_DN1679_polar,1181,18068,183851,0.91,2,2,1
IngC_DN1679_polar,1205,9331,94945,0.676,1,1,0.333
IngC_DN1679_polar,1209,103709,1055249,1,1,1,1
IngC_DN1679_polar,1213,59073,601073,0.965,1,1,0.5
IngC_DN1679_polar,1219,21846,222289,0.998,1,1,0.5
IngC_DN1679_polar,1292,38244,389140,0.919,2,1,1
IngC_DN1679_polar,1296,27089,275641,1,1,1,1
IngC_DN1679_polar,1324,37188,378397,1,1,1,1
IngC_DN1679_polar,1336,172732,1757564,0.829,1,1,0.5
IngC_DN1679_polar,1350,5163,52535,1,1,1,1
IngC_DN1679_polar,1411,7387,75164,1,1,1,1
IngC_DN1679_polar,1414,12083,122945,1,1,1,1
IngC_DN1679_polar,1417,39913,406117,1,1,1,1
IngC_DN1679_polar,1453,75785,771125,1,1,1,1
IngC_DN1679_polar,1456,9288,94506,0.997,1,1,0.5
IngC_DN1679_polar,1461,9316,94792,0.998,1,1,0.5
IngC_DN1679_polar,1477,5838,59404,0.999,1,1,1
IngC_DN1679_polar,1481,4148,42211,0.877,1,1,0.333
IngC_DN1679_polar,1521,4245,43199,1,1,1,1
IngC_DN1679_polar,1530,17037,173359,0.583,2,2,0.4
IngC_DN1679_polar,1534,60885,619516,1,2,2,1
IngC_DN1679_polar,1535,8189,83331,1,1,1,1
IngC_DN1679_polar,1542,763213,7765736,0.506,1,1,0.5
IngC_DN1679_polar,1555,9671,98404,0.966,1,1,0.5
IngC_DN1679_polar,1557,13642,138811,1,1,1,1
IngC_DN1679_polar,1568,3473,35347,1,1,1,1
IngC_DN1679_polar,1572,19405,197453,0.994,1,1,0.5
IngC_DN1679_polar,1573,29200,297116,1,1,1,1
IngC_DN1679_polar,1616,9388,95527,1,1,1,1
IngC_DN1679_polar,1639,3675,37402,0.987,1,1,0.5
IngC_DN1679_polar,1679,4702,47850,0.999,1,1,1
IngC_DN1679_polar,1782,3565,36281,1,1,1,1
IngC_DN1679_polar,1791,4489,45676,1,1,1,1
