compound_number,feature_number,TIC,rel_abundance,mz,rt
1,356_1,2520818.460000,0.128863,193.014770,2.711493
1,973_1,1531112.000000,0.078270,319.044775,2.711493
1,1712_0,1529612.180000,0.078193,471.055805,1.304031
1,872_1,943456.000000,0.048229,301.034330,2.862293
1,1944_0,940185.000000,0.048062,511.052405,2.510427
1,291_1,885920.000000,0.045288,178.999195,3.364958
1,2582_0,490445.350000,0.025071,637.082410,2.359628
1,2478_1,442897.000000,0.022641,619.071965,2.711493
1,2658_0,397958.000000,0.020343,651.059665,2.761760
1,1302_0,366631.000000,0.018742,385.022400,2.711493
1,1722_1,364134.000000,0.018614,472.061708,2.812026
1,244_1,331544.410000,0.016948,169.012020,2.761760
1,77_1,323474.000000,0.016536,125.025340,2.661227
1,983_1,251799.000000,0.012872,320.050678,2.962826
1,1833_0,247934.000000,0.012674,493.041960,2.711493
1,2490_1,245698.000000,0.012560,623.066835,2.560694
1,1754_1,245512.300000,0.012550,477.100800,2.761760
1,1950_1,238899.000000,0.012212,512.053518,2.711493
1,368_1,238067.000000,0.012170,194.015883,2.912559
1,965_0,197695.800000,0.010106,317.037760,3.767090
1,2346_0,193206.140000,0.009877,595.074005,2.812026
1,2405_0,166966.200000,0.008535,605.056390,2.812026
1,2738_1,165408.500000,0.008456,669.074900,2.812026
1,209_1,161114.500000,0.008236,160.840260,2.812026
1,2482_0,157183.100000,0.008035,621.055030,2.812026
1,2111_0,156571.000000,0.008004,549.065940,2.812026
1,881_1,150723.600000,0.007705,302.040233,2.862293
1,219_1,149075.800000,0.007621,162.837695,2.812026
1,272_1,148796.300000,0.007606,175.004325,2.812026
1,2119_0,145878.300000,0.007457,551.082535,2.812026
1,2254_1,137295.400000,0.007018,579.080155,2.560694
1,2481_0,133521.000000,0.006826,620.077868,2.711493
1,2553_0,127031.700000,0.006494,633.049220,2.962826
1,615_1,121706.000000,0.006222,245.010350,2.812026
1,1293_0,118032.300000,0.006034,383.048915,2.812026
1,2663_0,116077.100000,0.005934,652.065568,2.812026
1,2043_0,115223.900000,0.005890,533.072090,2.812026
1,164_1,112509.800000,0.005751,151.001575,2.862293
1,2571_2,107019.100000,0.005471,635.065815,2.862293
1,302_1,106489.400000,0.005444,181.011000,2.812026
1,675_1,103143.500000,0.005273,257.042860,2.862293
1,1560_0,100154.300000,0.005120,439.029785,2.812026
1,886_1,89670.600000,0.004584,303.050925,2.862293
1,1488_0,88492.900000,0.004524,425.047740,2.812026
1,294_1,86345.800000,0.004414,180.000308,2.962826
1,1763_0,86096.260000,0.004401,479.083865,2.711493
1,2666_1,83263.200000,0.004256,653.076260,3.415224
1,793_0,82273.400000,0.004206,285.002160,2.812026
1,1931_0,77502.800000,0.003962,509.035810,2.962826
1,385_0,77043.900000,0.003938,197.804782,2.812026
1,110_0,76334.800000,0.003902,134.892765,2.812026
1,1729_1,75413.000000,0.003855,473.072400,2.610960
1,1641_1,73458.900000,0.003755,455.061955,3.013092
1,2303_0,71269.300000,0.003643,587.045945,2.812026
1,468_1,66888.100000,0.003419,215.034455,2.812026
1,1703_1,66801.600000,0.003415,469.048790,2.812026
1,949_0,66424.000000,0.003396,315.011585,2.862293
1,871_1,66207.900000,0.003385,300.996010,2.862293
1,2504_1,65350.600000,0.003341,625.083430,2.962826
1,2499_1,63779.700000,0.003260,624.072738,2.812026
1,2468_0,61946.900000,0.003167,617.055370,2.962826
1,2238_1,61718.500000,0.003155,577.063560,2.812026
1,1310_0,61139.800000,0.003125,386.023513,2.711493
1,1419_1,59211.100000,0.003027,409.053890,2.962826
1,1611_0,57820.100000,0.002956,449.055280,2.761760
1,1411_0,57811.000000,0.002955,407.042085,2.962826
1,1092_0,57760.200000,0.002953,339.052655,2.460161
1,2385_1,56671.500000,0.002897,601.119000,2.862293
1,1139_0,55996.750000,0.002863,349.058990,1.605630
1,1842_0,55196.600000,0.002822,494.043073,2.711493
1,1954_0,54574.800000,0.002790,513.054630,2.711493
1,1758_1,52880.760000,0.002703,478.106703,2.761760
1,2351_0,51146.800000,0.002615,596.075118,2.862293
1,171_1,50267.400000,0.002570,153.018170,2.912559
1,1167_0,48500.400000,0.002479,355.046505,2.812026
1,2562_0,44379.200000,0.002269,634.059913,2.962826
1,2410_0,44218.500000,0.002260,606.071873,2.812026
1,1634_1,44098.800000,0.002254,453.045360,2.812026
1,2742_1,43987.300000,0.002249,670.076013,2.812026
1,374_1,43914.700000,0.002245,195.021785,2.812026
1,345_1,42738.000000,0.002185,191.017335,4.118955
1,2155_0,42096.500000,0.002152,561.064920,2.812026
1,624_1,40668.000000,0.002079,247.036525,2.912559
1,803_0,40538.300000,0.002072,287.018755,2.812026
1,952_1,40139.800000,0.002052,315.073855,2.812026
1,1686_0,38908.300000,0.001989,465.044340,2.610960
1,794_1,38308.800000,0.001958,285.040480,2.862293
1,2126_0,37663.800000,0.001925,552.083648,2.812026
1,420_1,37383.700000,0.001911,203.021105,2.812026
1,1964_0,36865.400000,0.001885,515.061645,2.812026
1,2427_0,35945.000000,0.001837,609.089580,2.058029
1,396_0,35467.300000,0.001813,199.802217,2.812026
1,815_1,35255.300000,0.001802,289.035350,2.862293
1,1160_0,34971.400000,0.001788,353.063440,2.812026
1,2313_1,34822.100000,0.001780,589.062540,2.962826
1,109_1,34262.000000,0.001751,134.864025,2.812026
1,1743_0,34132.400000,0.001745,475.045885,2.812026
1,557_1,33587.500000,0.001717,233.044900,2.812026
1,2487_0,33297.200000,0.001702,622.060933,2.812026
1,4089_0,32375.900000,0.001655,925.110620,2.812026
1,2215_0,31809.100000,0.001626,573.068690,2.661227
1,989_1,31423.500000,0.001606,321.066160,2.761760
1,754_1,31412.800000,0.001606,275.067675,2.812026
1,2053_0,31168.600000,0.001593,535.083895,2.812026
1,1552_0,31134.600000,0.001592,437.046720,2.962826
1,753_0,31008.300000,0.001585,275.019775,2.812026
1,2578_1,30935.300000,0.001581,636.071718,2.962826
1,1363_0,30426.200000,0.001555,397.050120,2.912559
1,687_0,30396.800000,0.001554,259.025925,2.812026
1,860_0,29961.900000,0.001532,299.017735,2.962826
1,1479_0,29816.700000,0.001524,423.035935,2.812026
1,1624_0,29637.300000,0.001515,451.028765,2.962826
1,969_0,29091.400000,0.001487,318.038873,3.867623
1,1510_0,28797.500000,0.001472,429.047400,2.862293
1,2049_0,28468.500000,0.001455,534.077993,2.812026
1,1350_0,28226.700000,0.001443,395.038315,2.962826
1,1543_0,27362.500000,0.001399,435.034915,2.962826
1,956_0,27229.220000,0.001392,316.022278,2.812026
1,549_0,26260.200000,0.001342,231.028305,2.812026
1,743_0,25339.300000,0.001295,273.036710,2.862293
1,295_1,23217.900000,0.001187,180.033838,2.812026
1,119_1,22986.600000,0.001175,137.024320,2.661227
1,1217_0,22934.500000,0.001172,367.045485,2.812026
1,69_0,10741.360000,0.000549,120.996940,2.309361
2,209_1,1817259.200000,0.091891,160.840260,2.812026
2,1754_1,1562353.900000,0.079001,477.100800,2.761760
2,77_1,1525885.000000,0.077157,125.025340,2.661227
2,219_1,1441308.100000,0.072881,162.837695,2.812026
2,244_1,1049166.010000,0.053052,169.012020,2.761760
2,1674_0,773932.000000,0.039134,463.085225,1.756430
2,385_0,586792.180000,0.029671,197.804782,2.812026
2,2385_1,571232.670000,0.028885,601.119000,2.862293
2,3961_0,452537.700000,0.022883,907.172025,2.812026
2,377_0,410358.220000,0.020750,195.812137,2.812026
2,1687_1,340532.300000,0.017219,465.068290,3.113625
2,1758_1,336721.710000,0.017027,478.106703,2.761760
2,1921_1,285289.300000,0.014426,507.115015,2.761760
2,396_0,280016.330000,0.014159,199.802217,2.812026
2,2465_1,266702.140000,0.013486,615.096255,2.912559
2,956_0,254585.520000,0.012873,316.022278,2.812026
2,1763_0,231100.600000,0.011686,479.083865,2.711493
2,926_1,215714.600000,0.010908,311.169995,2.862293
2,1009_1,211947.700000,0.010717,325.185570,2.862293
2,965_0,189068.280000,0.009560,317.037760,3.767090
2,936_0,184491.900000,0.009329,313.057260,2.862293
2,110_0,184491.440000,0.009329,134.892765,2.812026
2,150_0,180116.100000,0.009108,147.030655,2.912559
2,794_1,178867.230000,0.009045,285.040480,2.862293
2,3968_0,165806.400000,0.008384,908.177928,2.812026
2,1681_0,144315.170000,0.007297,464.091128,1.756430
2,4167_0,142493.780000,0.007205,937.181450,2.862293
2,237_1,139918.350000,0.007075,167.033745,2.862293
2,2239_0,137564.990000,0.006956,577.135410,2.661227
2,2469_1,135821.800000,0.006868,617.112850,2.812026
2,4480_0,132482.000000,0.006699,988.496849,3.616290
2,2392_1,131206.710000,0.006635,602.120113,2.761760
2,898_1,125864.460000,0.006364,305.067520,2.862293
2,228_0,124411.340000,0.006291,164.835130,2.812026
2,1848_1,120192.830000,0.006078,495.125615,2.812026
2,886_1,119010.400000,0.006018,303.050925,2.862293
2,292_1,116658.500000,0.005899,179.032725,3.113625
2,872_1,116118.300000,0.005872,301.034330,2.862293
2,1489_0,115912.150000,0.005861,425.086060,2.610960
2,109_1,112839.650000,0.005706,134.864025,2.812026
2,104_0,105003.180000,0.005310,132.866590,2.812026
2,496_0,99795.300000,0.005046,219.843627,2.812026
2,295_1,97562.010000,0.004933,180.033838,2.812026
2,973_1,96896.140000,0.004900,319.044775,2.711493
2,2876_0,96203.980000,0.004865,711.337176,2.812026
2,2697_1,90594.210000,0.004581,659.126045,2.912559
2,2531_1,89934.700000,0.004548,629.111830,2.862293
2,1612_0,82786.290000,0.004186,449.074440,1.505097
2,816_1,80006.230000,0.004046,289.073670,2.812026
2,1413_0,78185.410000,0.003953,407.075615,2.711493
2,1481_0,74025.300000,0.003743,423.069465,2.812026
2,1096_1,73049.200000,0.003694,339.201146,2.862293
2,4486_0,72311.100000,0.003656,989.507541,2.862293
2,2989_0,71464.400000,0.003614,743.123695,3.013092
2,1691_0,69084.600000,0.003493,466.069403,2.862293
2,81_1,67380.650000,0.003407,126.026453,2.761760
2,1926_0,66220.330000,0.003348,508.116128,2.711493
2,4491_0,65937.700000,0.003334,990.503864,2.862293
2,1651_1,65723.840000,0.003323,457.078550,2.812026
2,2181_0,63070.360000,0.003189,565.993842,2.812026
2,3977_0,61397.000000,0.003105,909.179040,2.812026
2,4235_0,60422.000000,0.003055,947.475186,2.912559
2,2466_1,60316.900000,0.003050,616.102158,3.113625
2,1688_1,56216.650000,0.002843,465.101820,2.912559
2,805_1,53616.300000,0.002711,287.057075,2.610960
2,4171_0,52666.520000,0.002663,938.187353,2.812026
2,248_0,51676.700000,0.002613,170.017923,1.354298
2,2958_0,50970.760000,0.002577,735.138745,2.862293
2,856_0,50783.670000,0.002568,297.149630,2.862293
2,2977_0,48778.570000,0.002467,739.167145,2.610960
2,1764_1,45086.200000,0.002280,479.107815,2.711493
2,2324_0,44716.930000,0.002261,591.112665,2.812026
2,1768_0,44663.720000,0.002258,480.084978,2.761760
2,1627_1,42976.060000,0.002173,451.124565,3.013092
2,117_0,40211.500000,0.002033,136.890200,2.812026
2,508_0,40137.700000,0.002030,221.841062,2.761760
2,2882_0,36754.560000,0.001859,713.334611,2.812026
2,3948_0,36716.250000,0.001857,905.160220,2.862293
2,1504_0,35559.640000,0.001798,427.342156,2.862293
2,3467_0,34651.700000,0.001752,836.481029,2.711493
2,338_1,34077.880000,0.001723,188.986370,2.862293
2,3036_0,33124.380000,0.001675,755.160995,3.264425
2,871_1,32940.450000,0.001666,300.996010,2.862293
2,411_0,31658.750000,0.001601,201.799652,2.812026
2,332_0,31631.170000,0.001599,187.108685,2.862293
2,2474_0,31350.800000,0.001585,618.118753,1.856963
2,391_0,30490.790000,0.001542,199.007075,2.812026
2,2971_0,28404.140000,0.001436,737.150550,2.862293
2,2068_0,28130.120000,0.001422,539.174565,2.460161
2,285_1,27643.210000,0.001398,177.016130,2.862293
2,210_1,27601.910000,0.001396,161.022280,2.812026
2,2247_0,26969.900000,0.001364,578.136523,2.661227
2,1531_1,26956.950000,0.001363,433.109330,2.812026
2,2216_0,26917.780000,0.001361,573.102220,2.862293
2,2703_0,26045.520000,0.001317,660.127158,2.862293
2,4498_0,24377.200000,0.001233,991.504976,2.862293
2,358_1,24299.980000,0.001229,193.053090,2.962826
2,4242_0,24128.840000,0.001220,948.481089,2.862293
2,66_0,23335.150000,0.001180,119.047405,2.259095
2,1933_1,23252.070000,0.001176,509.126820,2.761760
2,2878_0,23018.560000,0.001164,712.338288,2.812026
2,2323_0,22485.880000,0.001137,591.098295,2.912559
2,2537_0,22313.730000,0.001128,630.117733,2.862293
2,2990_0,22078.570000,0.001116,744.124808,2.862293
2,116_0,21945.230000,0.001110,136.861460,2.812026
2,2061_0,21730.780000,0.001099,537.162760,2.862293
2,972_1,21408.900000,0.001083,319.011245,2.862293
2,2372_0,21376.780000,0.001081,599.102405,1.404564
2,1563_0,21150.860000,0.001070,439.087265,2.711493
2,2141_0,19891.630000,0.001006,557.060470,2.661227
2,2963_0,19649.690000,0.000994,736.139858,2.862293
2,1695_0,18713.620000,0.000946,467.084885,1.806696
2,2820_0,18327.040000,0.000927,689.351021,2.862293
2,3423_1,18176.100000,0.000919,831.432356,2.862293
2,2304_1,18105.650000,0.000916,587.103425,2.812026
2,311_0,17805.750000,0.000900,183.041965,3.163892
2,41_1,17773.290000,0.000899,111.009765,2.862293
2,199_0,17527.740000,0.000886,158.847615,2.761760
2,1774_0,17354.620000,0.000878,481.133990,2.862293
2,164_1,17291.070000,0.000874,151.001575,2.862293
2,2192_0,16857.830000,0.000852,567.991277,2.862293
2,356_1,16828.830000,0.000851,193.014770,2.711493
2,4250_0,16802.560000,0.000850,949.477411,2.912559
2,949_0,16170.500000,0.000818,315.011585,2.862293
2,3953_0,15498.800000,0.000784,906.161333,2.812026
2,945_1,15113.100000,0.000764,314.053583,2.962826
2,1308_0,15024.720000,0.000760,385.295431,2.812026
2,74_1,14900.210000,0.000753,124.014648,3.566024
2,3078_0,14879.300000,0.000752,765.148170,2.812026
2,891_1,14735.430000,0.000745,304.052038,2.862293
2,1487_0,14729.110000,0.000745,425.038160,2.812026
2,1495_0,14707.800000,0.000744,426.087173,2.610960
2,1485_0,14448.800000,0.000731,424.075368,3.113625
2,624_1,14303.170000,0.000723,247.036525,2.912559
2,881_1,13914.630000,0.000704,302.040233,2.862293
2,725_1,13702.040000,0.000693,269.046630,2.812026
2,633_0,13525.280000,0.000684,248.114278,2.812026
2,83_1,13503.500000,0.000683,126.903025,2.862293
2,840_0,13373.480000,0.000676,293.882842,2.761760
2,434_0,13371.700000,0.000676,206.081923,2.962826
2,932_0,12987.500000,0.000657,312.171108,2.812026
2,2538_0,12983.810000,0.000657,631.094895,2.962826
2,4178_0,12499.720000,0.000632,939.188465,2.812026
2,3041_0,12205.170000,0.000617,756.166898,2.912559
2,227_0,11979.500000,0.000606,164.073518,3.817356
2,141_0,11854.300000,0.000599,144.032108,2.761760
2,839_1,11464.290000,0.000580,293.178710,2.862293
2,2980_0,11335.380000,0.000573,740.192208,2.309361
2,692_0,10709.260000,0.000542,259.897707,2.812026
2,174_0,10664.670000,0.000539,153.866002,2.812026
2,3780_0,10647.000000,0.000538,881.157470,3.063359
2,1335_0,10147.920000,0.000513,391.043445,3.415224
2,3989_0,10142.020000,0.000513,910.180153,2.812026
2,1869_0,9589.170000,0.000485,500.155128,2.812026
2,229_1,9503.290000,0.000481,165.017150,2.812026
2,3853_0,8787.500000,0.000444,891.178175,2.359628
2,236_0,8622.340000,0.000436,167.000215,2.862293
2,983_1,8589.140000,0.000434,320.050678,2.962826
2,2939_0,8252.900000,0.000417,729.146440,3.013092
2,4150_0,8089.990000,0.000409,935.164855,2.862293
2,203_1,7931.970000,0.000401,159.067955,2.812026
2,1655_1,7434.830000,0.000376,458.079663,2.761760
2,902_1,7387.890000,0.000374,306.068633,2.812026
2,1708_0,7243.430000,0.000366,469.388881,2.862293
2,2314_1,7228.290000,0.000366,589.105650,2.812026
2,1641_1,7210.150000,0.000365,455.061955,3.013092
2,260_0,7118.460000,0.000360,172.829660,2.862293
2,255_1,6872.560000,0.000348,171.105255,2.862293
2,1634_1,6674.470000,0.000337,453.045360,2.812026
2,145_0,6422.740000,0.000325,145.061960,2.862293
2,2993_0,6332.370000,0.000320,745.125920,2.862293
2,678_1,6130.120000,0.000310,257.900272,2.812026
2,716_1,5905.100000,0.000299,265.147560,2.912559
2,616_0,5616.370000,0.000284,245.043880,2.912559
2,113_1,5539.180000,0.000280,135.046045,2.812026
2,2230_1,5146.970000,0.000260,575.118815,2.912559
2,2378_1,5048.900000,0.000255,600.108308,2.812026
2,264_0,4784.020000,0.000242,173.093110,3.063359
2,13_1,4539.650000,0.000230,96.960660,2.812026
2,2388_0,4520.160000,0.000229,601.320181,2.812026
2,140_1,3281.560000,0.000166,143.069315,2.862293
2,250_0,3138.040000,0.000159,170.832225,2.862293
2,23_1,2742.120000,0.000139,101.060910,2.862293
2,555_0,2559.500000,0.000129,232.925150,2.862293
2,188_0,1329.060000,0.000067,156.993880,2.912559
2,179_0,1306.130000,0.000066,154.948545,2.862293
2,542_1,1221.350000,0.000062,229.107510,2.862293
2,790_0,1084.100000,0.000055,283.186745,2.862293
2,2_1,1007.020000,0.000051,87.007015,2.862293
3,1898_0,48378785.780000,0.307398,504.164368,8.291075
3,505_2,16402296.000000,0.104220,221.065080,8.240809
3,293_6,14604666.000000,0.092798,179.056675,8.240809
3,1910_3,11797632.160000,0.074962,505.165480,8.291075
3,1001_1,7225543.000000,0.045911,323.097125,8.291075
3,1893_0,5850001.000000,0.037171,503.397966,8.291075
3,1104_2,5748153.000000,0.036524,341.107570,7.989476
3,22_2,5101976.000000,0.032418,101.022590,8.291075
3,4577_0,3984556.940000,0.025318,1007.331176,8.291075
3,46_6,3824193.000000,0.024299,113.026360,8.291075
3,211_3,3705899.000000,0.023547,161.046230,8.341342
3,1891_1,3476768.000000,0.022091,503.273426,8.291075
3,0_4,2828851.220000,0.017974,85.028740,8.291075
3,139_2,2792525.000000,0.017744,143.035785,8.291075
3,1916_1,2466332.400000,0.015671,506.171383,8.291075
3,1894_0,2104625.100000,0.013373,503.508136,8.291075
3,2113_0,1695138.510000,0.010771,549.166530,8.291075
3,510_3,1503794.600000,0.009555,222.075773,8.291075
3,4586_0,1446634.210000,0.009192,1008.332288,8.291075
3,2182_1,1436523.000000,0.009128,566.156703,8.291075
3,1895_0,1211197.300000,0.007696,503.575196,8.291075
3,5_2,1156370.300000,0.007348,89.023610,8.291075
3,296_2,1061611.900000,0.006745,180.067368,8.291075
3,100_2,1015666.900000,0.006454,131.046385,8.341342
3,1005_1,949201.800000,0.006031,324.103028,8.291075
3,1109_2,765858.000000,0.004866,342.113473,8.291075
3,707_0,629593.000000,0.004000,263.078275,8.291075
3,781_1,531194.800000,0.003375,281.088720,8.291075
3,2067_1,487003.000000,0.003094,539.136245,8.291075
3,77_4,403066.500000,0.002561,125.025340,8.291075
3,2386_0,377420.600000,0.002398,601.138160,8.291075
3,159_3,364341.100000,0.002315,149.047250,8.291075
3,157_1,337047.950000,0.002142,149.008930,7.134946
3,1896_0,244613.340000,0.001554,503.685367,8.291075
3,2191_2,222101.100000,0.001411,567.157815,8.291075
3,2078_1,199914.300000,0.001270,541.133680,8.291075
3,4592_0,178765.300000,0.001136,1009.328611,8.291075
3,2339_2,127206.090000,0.000808,593.153210,8.291075
3,2_5,125000.900000,0.000794,87.007015,8.291075
3,899_2,98345.500000,0.000625,305.086680,8.291075
3,2073_1,68377.800000,0.000434,540.142148,8.291075
3,65_1,51958.100000,0.000330,119.033035,8.291075
3,1923_3,47452.200000,0.000302,507.172495,8.291075
3,216_4,46108.700000,0.000293,162.047343,8.341342
3,24_0,39681.270000,0.000252,102.028493,8.291075
3,516_1,38780.200000,0.000246,223.072095,8.291075
3,49_1,36411.240000,0.000231,114.022683,8.291075
3,1905_0,30123.980000,0.000191,504.686479,8.291075
3,131_2,26116.440000,0.000166,141.019190,8.140276
3,924_1,24580.700000,0.000156,311.098145,8.291075
3,2194_0,23827.800000,0.000151,568.163718,8.291075
3,2115_0,23466.500000,0.000149,550.172433,8.291075
3,303_5,19600.300000,0.000125,181.068480,8.291075
3,1008_4,15936.050000,0.000101,325.089770,8.291075
3,141_2,15591.310000,0.000099,144.032108,8.190542
3,178_0,9794.920000,0.000062,154.062393,8.039743
3,812_2,3376.670000,0.000021,288.086928,8.291075
4,2571_3,1340545.860000,0.084195,635.065815,3.314691
4,1931_1,1101143.000000,0.069159,509.035810,3.314691
4,2427_0,1040833.240000,0.065371,609.089580,2.058029
4,2468_1,1039868.000000,0.065310,617.055370,3.314691
4,291_1,1013874.000000,0.063678,178.999195,3.364958
4,1686_0,845702.000000,0.053115,465.044340,2.610960
4,2215_0,596079.000000,0.037437,573.068690,2.661227
4,356_1,502691.000000,0.031572,193.014770,2.711493
4,2666_1,475600.790000,0.029871,653.076260,3.415224
4,2322_1,443644.000000,0.027864,591.079135,3.465491
4,2578_2,422661.000000,0.026546,636.071718,3.314691
4,1782_1,403708.000000,0.025355,483.054785,2.761760
4,2473_1,327550.000000,0.020572,618.061273,3.314691
4,2435_0,315753.000000,0.019831,610.090693,2.058029
4,1937_0,277622.000000,0.017436,510.041713,3.465491
4,1419_2,270865.000000,0.017012,409.053890,3.314691
4,1712_1,262264.800000,0.016472,471.055805,3.767090
4,1641_2,253541.000000,0.015924,455.061955,3.264425
4,2370_0,216756.000000,0.013614,599.044925,3.465491
4,1690_1,205493.300000,0.012906,466.050243,3.465491
4,1944_0,203185.600000,0.012761,511.052405,2.510427
4,1463_1,191692.600000,0.012039,419.041065,3.314691
4,1552_1,188753.100000,0.011855,437.046720,3.314691
4,2224_0,177181.000000,0.011128,574.074593,3.465491
4,697_1,173613.500000,0.010904,261.037730,3.515757
4,2582_1,168257.900000,0.010568,637.082410,3.465491
4,1598_0,167579.900000,0.010525,447.033895,3.465491
4,1822_0,160974.700000,0.010110,491.025365,3.465491
4,2137_0,149855.600000,0.009412,555.058245,3.465491
4,2478_1,140644.800000,0.008833,619.071965,2.711493
4,1432_0,139444.100000,0.008758,411.070485,3.465491
4,2670_0,138022.580000,0.008669,654.082163,3.465491
4,2313_2,132242.500000,0.008306,589.062540,3.314691
4,2328_0,132031.800000,0.008292,592.080248,4.068689
4,2026_0,102690.300000,0.006450,529.077220,3.465491
4,294_2,91939.500000,0.005774,180.000308,3.314691
4,886_1,90932.100000,0.005711,303.050925,2.862293
4,1789_0,87420.000000,0.005491,484.060688,3.465491
4,2441_0,71102.100000,0.004466,611.096595,3.465491
4,1543_1,70867.800000,0.004451,435.034915,3.314691
4,2205_0,67552.900000,0.004243,571.052095,3.465491
4,606_0,65680.200000,0.004125,243.032075,3.465491
4,743_1,65539.000000,0.004116,273.036710,4.169222
4,2553_1,65051.100000,0.004086,633.049220,3.314691
4,2377_0,64200.800000,0.004032,600.050828,3.465491
4,2031_2,62798.300000,0.003944,531.055495,3.314691
4,1015_0,61929.800000,0.003890,327.015355,3.465491
4,1624_1,61024.900000,0.003833,451.028765,3.314691
4,311_0,58559.200000,0.003678,183.041965,3.163892
4,1425_0,56502.600000,0.003549,410.069373,3.013092
4,1646_1,56193.200000,0.003529,456.067858,4.269755
4,1472_0,55633.600000,0.003494,421.062450,3.465491
4,1343_1,55189.300000,0.003466,393.045670,4.068689
4,1028_0,55105.300000,0.003461,329.027160,3.163892
4,693_0,52418.200000,0.003292,260.022248,3.465491
4,1806_0,45161.000000,0.002836,487.068815,3.465491
4,1694_0,43877.300000,0.002756,467.051355,3.767090
4,1558_0,43271.600000,0.002718,438.052623,3.465491
4,2140_0,40826.100000,0.002564,556.059358,3.465491
4,1573_1,38409.400000,0.002412,441.046380,3.465491
4,1828_0,38320.300000,0.002407,492.031268,3.465491
4,1604_0,37662.500000,0.002365,448.035008,3.465491
4,1499_1,36430.500000,0.002288,427.064335,3.314691
4,1468_0,36349.900000,0.002283,420.042178,3.465491
4,1350_1,36197.200000,0.002273,395.038315,3.314691
4,2229_1,35681.900000,0.002241,575.080495,3.465491
4,1411_1,32645.500000,0.002050,407.042085,3.314691
4,1511_0,30888.900000,0.001940,429.080930,3.465491
4,1562_3,28619.700000,0.001797,439.068105,3.415224
4,2336_1,28596.700000,0.001796,593.090940,3.566024
4,2676_0,26956.500000,0.001693,655.083275,3.465491
4,860_1,26607.200000,0.001671,299.017735,3.314691
4,1438_0,26278.000000,0.001650,412.076388,3.465491
4,2030_0,25950.800000,0.001630,530.083123,3.465491
4,2102_0,25807.420000,0.001621,547.087665,3.465491
4,787_2,25045.300000,0.001573,283.023885,3.314691
4,935_0,23452.900000,0.001473,313.033310,3.465491
4,794_1,23426.900000,0.001471,285.040480,2.862293
4,2166_1,21771.900000,0.001367,563.081515,3.716823
4,701_1,20609.940000,0.001294,262.058003,3.465491
4,1335_0,20479.230000,0.001286,391.043445,3.415224
4,921_0,18057.990000,0.001134,311.016715,3.465491
4,1796_0,17229.870000,0.001082,485.061800,3.465491
4,2562_1,15428.130000,0.000969,634.059913,3.364958
4,1548_0,13939.900000,0.000876,436.036028,3.465491
5,244_1,14817652.890000,0.692914,169.012020,2.761760
5,871_1,1435121.000000,0.067110,300.996010,2.862293
5,77_1,758861.380000,0.035486,125.025340,2.661227
5,1754_1,376385.420000,0.017601,477.100800,2.761760
5,805_1,208026.600000,0.009728,287.057075,2.610960
5,880_1,202833.900000,0.009485,302.001913,2.812026
5,1674_0,194624.000000,0.009101,463.085225,1.756430
5,221_0,176038.050000,0.008232,163.038875,2.912559
5,209_1,172496.000000,0.008066,160.840260,2.812026
5,219_1,160619.000000,0.007511,162.837695,2.812026
5,1040_1,158192.930000,0.007398,331.067705,3.364958
5,1688_1,153381.800000,0.007173,465.101820,2.912559
5,624_1,140250.200000,0.006558,247.036525,2.912559
5,248_0,123470.070000,0.005774,170.017923,1.354298
5,385_0,93558.100000,0.004375,197.804782,2.812026
5,926_1,89061.400000,0.004165,311.169995,2.862293
5,1009_1,86414.500000,0.004041,325.185570,2.862293
5,228_0,84240.800000,0.003939,164.835130,2.812026
5,110_0,79195.400000,0.003703,134.892765,2.812026
5,1758_1,73597.100000,0.003442,478.106703,2.761760
5,377_0,72181.800000,0.003375,195.812137,2.812026
5,2068_0,71957.150000,0.003365,539.174565,2.460161
5,1039_1,71531.200000,0.003345,331.043755,2.761760
5,3780_0,63634.050000,0.002976,881.157470,3.063359
5,2465_1,60778.800000,0.002842,615.096255,2.912559
5,591_1,60011.100000,0.002806,241.034640,3.415224
5,988_0,57960.770000,0.002710,321.023050,2.460161
5,964_0,56337.400000,0.002634,316.994650,2.812026
5,890_0,55448.080000,0.002593,304.037668,2.711493
5,1008_1,52430.510000,0.002452,325.089770,2.962826
5,1474_2,51959.200000,0.002430,421.115140,2.761760
5,164_1,50853.700000,0.002378,151.001575,2.862293
5,1096_1,48109.200000,0.002250,339.201146,2.862293
5,949_0,46661.700000,0.002182,315.011585,2.862293
5,885_1,44925.400000,0.002101,303.012605,3.465491
5,1681_0,44021.700000,0.002059,464.091128,1.756430
5,295_1,43185.700000,0.002019,180.033838,2.812026
5,396_0,41507.300000,0.001941,199.802217,2.812026
5,936_0,40006.400000,0.001871,313.057260,2.862293
5,1763_0,39613.870000,0.001852,479.083865,2.711493
5,72_0,38135.400000,0.001783,123.008745,2.812026
5,1692_1,35307.720000,0.001651,466.107723,2.962826
5,3961_0,35200.800000,0.001646,907.172025,2.812026
5,811_1,30486.700000,0.001426,288.058188,2.510427
5,391_0,30406.100000,0.001422,199.007075,2.812026
5,1687_1,30116.850000,0.001408,465.068290,3.113625
5,113_1,29732.000000,0.001390,135.046045,2.812026
5,292_1,29273.100000,0.001369,179.032725,3.113625
5,856_0,28751.300000,0.001344,297.149630,2.862293
5,109_1,28043.300000,0.001311,134.864025,2.812026
