compound_number,feature_number,TIC,rel_abundance,mz,rt
84,2234_0,4272.960000,0.000148,576.124718,1.203498
85,67_0,1446540.520000,0.512934,120.010198,6.481481
85,207_1,334004.000000,0.118436,160.059488,6.732814
85,64_0,272919.400000,0.096775,119.013875,5.978816
85,56_2,216686.130000,0.076835,116.034488,6.531748
85,30_0,155843.240000,0.055261,104.998300,6.582014
85,4900_0,95934.600000,0.034018,1065.189730,6.531748
85,573_0,73334.760000,0.026004,236.076978,6.531748
85,4906_0,46714.780000,0.016565,1066.190843,6.582014
85,41_2,40249.900000,0.014272,111.009765,5.828017
85,82_0,38283.500000,0.013575,126.055193,6.129616
85,0_3,28715.300000,0.010182,85.028740,6.230149
85,433_1,22041.010000,0.007816,206.048393,6.029083
85,5585_0,15858.150000,0.005623,1217.200761,6.129616
85,126_1,14153.010000,0.005019,140.032448,6.632281
85,1304_0,9419.990000,0.003340,385.075090,6.330682
85,17_0,7946.650000,0.002818,98.062363,6.481481
85,5598_0,1486.000000,0.000527,1219.231726,5.978816
86,1110_0,59640674.700000,0.690933,343.066685,4.822686
86,2809_0,10714233.000000,0.124124,687.138035,4.671887
86,1117_0,5831083.600000,0.067553,344.067798,4.671887
86,346_2,3568775.170000,0.041344,191.055655,5.727483
86,244_2,2542153.090000,0.029451,169.012020,4.621620
86,2814_0,2171203.030000,0.025153,688.143938,4.671887
86,1847_0,522179.720000,0.006049,495.077715,4.822686
86,2635_0,348943.200000,0.004042,647.088745,4.973486
86,1122_2,272858.270000,0.003161,345.073700,4.571354
86,1743_1,240447.900000,0.002786,475.045885,5.275085
86,2818_1,120609.140000,0.001397,689.145050,4.571354
86,296_1,81345.850000,0.000942,180.067368,4.923219
86,170_1,48975.180000,0.000567,152.984640,4.973486
86,1850_0,48616.390000,0.000563,496.078828,4.772420
86,105_1,35909.250000,0.000416,133.015080,4.068689
86,2642_0,30795.590000,0.000357,648.089858,4.923219
86,4265_0,30099.660000,0.000349,952.116708,5.124285
86,1773_3,24248.410000,0.000281,481.100460,5.124285
86,1056_0,17889.400000,0.000207,333.060350,4.923219
86,320_0,9683.550000,0.000112,185.005870,4.973486
86,2314_2,9602.100000,0.000111,589.105650,4.822686
86,263_2,8677.950000,0.000101,173.045210,4.722153
87,2067_0,37724436.700000,0.710930,539.136245,1.706163
87,2073_0,8487731.000000,0.159954,540.142148,1.304031
87,4972_0,2079985.000000,0.039198,1079.291526,1.304031
87,2078_0,1294487.800000,0.024395,541.133680,1.454831
87,726_0,1263830.500000,0.023817,269.065790,1.253765
87,1317_0,1152576.200000,0.021721,387.130005,1.253765
87,4975_0,876715.420000,0.016522,1080.287848,1.304031
87,728_0,183728.400000,0.003462,269.568741,1.354298
88,5712_0,151254.920000,0.241343,1269.608282,5.476151
88,5715_0,106294.610000,0.169604,1270.120813,5.476151
88,5709_0,98387.010000,0.156987,1269.110120,5.476151
88,5763_0,84661.900000,0.135087,1292.619499,5.476151
88,5766_0,57118.280000,0.091138,1293.117660,5.476151
88,5760_0,47115.710000,0.075178,1292.121338,5.476151
88,5716_0,45937.710000,0.073298,1270.618974,5.476151
88,5768_0,24048.120000,0.038371,1293.620612,5.425884
88,5254_0,7687.110000,0.012266,1136.038798,5.476151
88,5769_0,4215.730000,0.006727,1294.137933,5.476151
89,296_1,98922767.530000,0.884131,180.067368,4.923219
89,303_3,5372799.330000,0.048020,181.068480,4.822686
89,221_1,1601135.500000,0.014310,163.038875,4.923219
89,433_0,1422668.000000,0.012715,206.048393,4.973486
89,164_2,1214650.000000,0.010856,151.001575,4.973486
89,72_1,942331.000000,0.008422,123.008745,4.973486
89,1110_0,706245.800000,0.006312,343.066685,4.822686
89,812_0,517271.000000,0.004623,288.086928,3.465491
89,77_2,364620.000000,0.003259,125.025340,4.470821
89,438_1,177656.700000,0.001588,207.049505,4.973486
89,346_2,133717.800000,0.001195,191.055655,5.727483
89,307_1,111990.400000,0.001001,182.074383,4.923219
89,168_3,107020.700000,0.000957,152.007478,4.973486
89,297_0,105955.000000,0.000947,180.134428,4.973486
89,1847_0,60234.950000,0.000538,495.077715,4.822686
89,1296_0,36758.400000,0.000329,383.120765,5.677217
89,415_0,36092.800000,0.000323,202.048733,4.923219
89,926_3,26838.600000,0.000240,311.169995,4.923219
89,66_2,21434.100000,0.000192,119.047405,4.923219
89,1824_0,3481.000000,0.000031,491.140325,4.872953
89,2045_2,1291.110000,0.000012,533.143940,5.576684
90,353_0,2661949.920000,0.539120,192.032818,6.531748
90,67_0,990365.830000,0.200577,120.010198,6.481481
90,1082_0,426829.000000,0.086445,337.079170,6.582014
90,767_1,117122.400000,0.023721,277.055530,6.582014
90,573_0,102833.150000,0.020827,236.076978,6.531748
90,616_1,95265.360000,0.019294,245.043880,6.531748
90,170_2,68843.200000,0.013943,152.984640,6.531748
90,273_3,68021.000000,0.013776,175.023485,6.582014
90,30_0,67642.100000,0.013699,104.998300,6.582014
90,1088_0,54398.900000,0.011017,338.080283,6.582014
90,357_1,50451.920000,0.010218,193.033930,6.481481
90,253_2,47721.600000,0.009665,171.019035,6.531748
90,1304_0,37657.190000,0.007627,385.075090,6.330682
90,4018_0,24749.030000,0.005012,913.183490,6.481481
90,196_2,22257.400000,0.004508,158.042893,6.833347
90,1967_0,21552.300000,0.004365,515.162235,6.582014
90,265_1,19770.050000,0.004004,174.012793,6.582014
90,369_1,17114.480000,0.003466,194.030253,6.582014
90,1410_0,14893.250000,0.003016,406.165513,6.582014
90,212_1,10332.290000,0.002093,161.065390,6.732814
90,773_1,10095.430000,0.002045,278.061433,6.582014
90,56_2,7714.200000,0.001562,116.034488,6.531748
91,5998_0,683939.300000,0.467829,1498.719344,7.989476
91,6000_0,289929.400000,0.198318,1499.720457,7.939210
91,3008_0,150793.170000,0.103146,748.847760,7.989476
91,3011_0,88398.540000,0.060466,749.345921,7.989476
91,5999_0,84321.460000,0.057678,1498.738504,7.989476
91,5955_0,59218.260000,0.040507,1452.711279,7.336012
91,5957_0,50587.470000,0.034603,1453.712392,7.336012
91,5984_0,15990.270000,0.010938,1476.211078,7.989476
91,5956_0,12872.990000,0.008805,1453.209441,7.939210
91,3013_0,11146.710000,0.007625,749.844082,7.989476
91,5985_0,6055.090000,0.004142,1476.699659,7.989476
91,3237_0,5000.700000,0.003421,799.847017,7.939210
91,5986_0,3689.220000,0.002524,1476.718819,7.989476
92,1569_0,41060252.290000,0.555654,440.097958,3.415224
92,812_0,12989004.300000,0.175776,288.086928,3.465491
92,1575_0,7393843.360000,0.100058,441.103860,3.364958
92,2329_1,6384131.000000,0.086394,592.108988,3.767090
92,817_1,2305468.130000,0.031199,289.088040,3.968156
92,2337_0,1453460.200000,0.019669,593.114890,3.716823
92,3782_0,699876.200000,0.009471,881.205371,3.314691
92,1585_0,613177.300000,0.008298,442.104973,3.415224
92,1040_1,516620.820000,0.006991,331.067705,3.364958
92,5476_0,167854.110000,0.002272,1185.232221,3.767090
92,2342_0,130753.770000,0.001769,594.116003,3.767090
92,618_1,104704.900000,0.001417,245.091780,4.118955
92,5482_0,56606.600000,0.000766,1186.228543,3.767090
92,293_3,15714.260000,0.000213,179.056675,4.521087
92,2329_2,3879.080000,0.000052,592.108988,4.621620
93,5203_0,176381.250000,0.267974,1127.981997,7.989476
93,5201_0,149477.100000,0.227099,1127.479046,7.989476
93,5206_0,110565.030000,0.167980,1128.480159,7.989476
93,5098_1,48303.980000,0.073388,1104.989940,7.888943
93,5091_0,42901.350000,0.065180,1104.482199,7.989476
93,5213_0,36898.430000,0.056059,1129.002270,8.090009
93,5102_1,25840.240000,0.039259,1105.488101,7.989476
93,5318_0,23172.500000,0.035206,1150.988425,7.989476
93,5316_1,16666.350000,0.025321,1150.490264,7.888943
93,5319_0,12152.190000,0.018463,1151.491376,7.989476
93,5216_0,7435.240000,0.011296,1129.490851,7.989476
93,5320_0,3956.880000,0.006012,1151.989537,7.989476
93,5326_0,2604.030000,0.003956,1153.460071,7.989476
93,5327_0,1848.200000,0.002808,1153.958232,7.989476
94,4314_0,23605.340000,0.171548,959.416686,6.230149
94,4311_0,20818.140000,0.151292,958.913735,6.330682
94,4564_0,19685.010000,0.143057,1004.428429,6.280415
94,4563_0,17867.450000,0.129848,1003.930267,6.230149
94,4567_0,14405.690000,0.104691,1004.931380,6.230149
94,4317_0,12264.000000,0.089126,959.914847,6.280415
94,4684_0,10234.390000,0.074377,1026.931905,6.230149
94,4686_0,10229.260000,0.074339,1027.430066,6.230149
94,4440_0,4414.850000,0.032084,981.920162,6.179882
94,4441_0,4078.180000,0.029637,982.413534,6.431215
95,5072_0,1744924.010000,0.316279,1100.559179,5.124285
95,5298_0,1135306.340000,0.205782,1146.581614,5.074019
95,5077_0,1020394.400000,0.184953,1101.569871,5.124285
95,5074_0,742989.910000,0.134672,1101.062130,5.124285
95,5301_0,497188.990000,0.090119,1147.577936,5.124285
95,5079_0,146347.620000,0.026526,1102.058453,5.124285
95,5081_0,117899.020000,0.021370,1102.561404,5.023752
95,5304_0,74742.420000,0.013548,1148.579049,5.124285
95,1228_0,14929.570000,0.002706,369.119560,5.124285
95,806_2,10274.800000,0.001862,287.076235,4.973486
95,2116_0,7230.470000,0.001311,550.268233,5.978816
95,320_0,4811.250000,0.000872,185.005870,4.973486
96,27_4,2338940.370000,0.347136,103.048765,8.441875
96,400_0,775743.260000,0.115133,200.032138,8.492141
96,926_6,531446.700000,0.078875,311.169995,8.542408
96,1009_6,512038.300000,0.075995,325.185570,8.642941
96,1096_6,334147.100000,0.049593,339.201146,8.592674
96,91_4,305158.620000,0.045290,129.020210,8.441875
96,588_1,218783.800000,0.032471,240.023948,8.492141
96,274_3,177008.820000,0.026271,175.037855,8.743474
96,148_1,163976.140000,0.024337,146.063073,8.492141
96,391_5,150283.600000,0.022305,199.007075,8.542408
96,856_4,139282.720000,0.020672,297.149630,8.743474
96,240_2,123725.500000,0.018363,168.034858,8.492141
96,716_6,121863.340000,0.018086,265.147560,8.642941
96,47_1,113176.250000,0.016797,113.035940,8.743474
96,244_4,107156.000000,0.015904,169.012020,8.743474
96,1014_5,89450.270000,0.013276,326.186683,8.642941
96,45_3,86500.100000,0.012838,112.983250,8.341342
96,100_2,81568.320000,0.012106,131.046385,8.341342
96,932_5,66733.770000,0.009904,312.171108,8.743474
96,212_2,64849.100000,0.009625,161.065390,8.743474
96,669_0,40531.800000,0.006016,255.998637,8.441875
96,488_1,29189.650000,0.004332,218.037793,8.492141
96,1153_4,18795.240000,0.002790,351.180965,8.441875
96,145_3,16676.300000,0.002475,145.061960,8.240809
96,1553_2,15122.600000,0.002244,437.094620,8.441875
96,316_0,13858.400000,0.002057,184.014338,8.492141
96,29_1,11498.450000,0.001707,104.054668,8.492141
96,190_1,10098.420000,0.001499,157.022620,8.441875
96,405_2,9047.930000,0.001343,201.038040,8.441875
96,839_5,7706.350000,0.001144,293.178710,8.542408
96,5174_0,7208.050000,0.001070,1121.510691,7.788410
96,1106_1,6492.460000,0.000964,341.184210,8.743474
96,1998_0,6220.990000,0.000923,523.003485,8.743474
96,5169_0,5910.120000,0.000877,1120.998160,7.788410
96,1151_2,5413.480000,0.000803,351.080375,8.743474
96,2907_0,4905.620000,0.000728,722.210503,8.492141
96,5278_1,3977.570000,0.000590,1144.507539,8.391608
96,3759_1,3496.180000,0.000519,878.403214,8.441875
96,1172_2,3458.480000,0.000513,355.194995,8.693207
96,94_0,3204.750000,0.000476,130.030903,8.492141
96,5273_1,3170.580000,0.000471,1144.009378,8.441875
96,245_1,2238.010000,0.000332,169.035970,8.693207
96,399_0,1717.730000,0.000255,200.003398,8.693207
96,1305_0,1693.750000,0.000251,385.099040,8.693207
96,1472_2,1647.370000,0.000244,421.062450,9.396938
96,1095_3,1359.440000,0.000202,339.158035,8.693207
96,919_1,1341.270000,0.000199,309.172560,8.693207
97,2269_0,34283549.600000,0.616923,581.163810,1.253765
97,2275_0,9413715.580000,0.169397,582.169713,1.253765
97,5376_0,5758141.750000,0.103616,1163.341866,1.253765
97,5380_0,3386569.500000,0.060940,1164.347768,1.253765
97,2282_0,1255552.870000,0.022593,583.170825,1.253765
97,5384_0,862591.030000,0.015522,1165.348881,1.253765
97,2623_0,269727.370000,0.004854,644.162048,1.203498
97,1754_0,184486.980000,0.003320,477.100800,1.253765
97,2428_0,107575.510000,0.001936,609.123110,1.505097
97,1031_0,32919.840000,0.000592,329.089430,1.404564
97,1758_0,17034.730000,0.000307,478.106703,1.304031
98,53_0,41578641.310000,0.561987,115.004635,2.912559
98,150_0,27300143.470000,0.368996,147.030655,2.912559
98,4135_0,1096265.000000,0.014817,931.529236,2.711493
98,1754_1,950120.500000,0.012842,477.100800,2.761760
98,2531_1,800881.200000,0.010825,629.111830,2.862293
98,4140_0,404119.600000,0.005462,932.530349,2.711493
98,3283_0,355364.800000,0.004803,808.483409,2.560694
98,27_0,330076.740000,0.004461,103.048765,2.812026
98,2239_0,320773.700000,0.004336,577.135410,2.661227
98,945_1,200056.100000,0.002704,314.053583,2.962826
98,55_0,189656.300000,0.002563,116.005748,2.761760
98,155_1,94443.490000,0.001277,148.031768,2.711493
98,4107_0,90194.190000,0.001219,926.514094,3.163892
98,3994_0,78914.680000,0.001067,910.520244,2.661227
98,4144_0,62389.520000,0.000843,933.536251,2.711493
98,196_0,31063.320000,0.000420,158.042893,2.812026
98,4115_0,29116.180000,0.000394,927.519996,3.214158
98,0_1,27572.120000,0.000373,85.028740,2.711493
98,221_0,17805.720000,0.000241,163.038875,2.912559
98,293_2,15512.700000,0.000210,179.056675,3.063359
98,2902_0,6291.080000,0.000085,720.950730,3.616290
98,1008_1,4582.540000,0.000062,325.089770,2.962826
98,1848_1,1020.280000,0.000014,495.125615,2.812026
99,4536_0,2154782.810000,0.583181,998.531924,3.867623
99,4541_0,1000971.400000,0.270908,999.542616,3.867623
99,4267_1,137128.500000,0.037113,952.528649,3.917889
99,4546_0,110588.200000,0.029930,1000.538939,3.817356
99,5917_0,98158.800000,0.026566,1429.800652,3.867623
99,5919_0,79260.600000,0.021451,1430.298813,3.867623
99,5916_0,42662.040000,0.011546,1429.297701,3.867623
99,5920_0,38290.160000,0.010363,1430.801765,3.817356
99,4271_0,33037.560000,0.008941,953.022020,3.917889
100,2087_0,164548.620000,0.207871,543.260446,5.275085
100,5015_0,85626.480000,0.108170,1087.530346,5.275085
100,2183_0,83772.500000,0.105828,566.262083,5.275085
100,2090_0,81603.980000,0.103089,543.763397,5.275085
100,5022_0,58854.400000,0.074350,1088.028508,5.275085
100,5232_0,53691.700000,0.067828,1133.538411,5.275085
100,5024_0,51609.170000,0.065197,1088.521879,5.275085
100,2186_0,38304.380000,0.048389,566.765034,5.275085
100,1286_0,31913.850000,0.040316,381.209551,5.275085
100,1398_1,28634.150000,0.036173,404.211188,5.275085
100,5240_0,22084.200000,0.027899,1134.549104,5.275085
100,1900_0,20221.300000,0.025545,504.245798,5.275085
100,1672_1,12807.580000,0.016180,462.232603,5.275085
100,5031_0,11378.900000,0.014375,1089.029620,5.275085
100,1399_0,10674.870000,0.013485,404.714139,5.275085
100,1288_0,8902.910000,0.011247,381.712502,5.275085
100,3072_1,7729.280000,0.009764,763.428556,5.275085
100,2018_1,7107.620000,0.008979,527.247436,5.275085
100,1787_0,5086.350000,0.006425,483.739757,5.275085
100,5036_1,4381.810000,0.005535,1089.551731,4.872953
100,5249_0,2656.470000,0.003356,1135.559796,5.224818
101,4166_0,75046.990000,0.235457,936.941950,4.269755
101,4169_0,63884.290000,0.200435,937.440111,4.219488
101,4513_0,58082.800000,0.182233,993.468881,4.219488
101,4510_0,39648.470000,0.124396,992.970720,4.219488
101,4170_0,29631.260000,0.092967,937.952642,4.219488
101,4517_0,20969.750000,0.065792,993.971832,4.219488
101,4173_0,8342.380000,0.026174,938.446014,4.219488
101,4027_0,6929.120000,0.021740,914.433684,4.219488
101,3950_0,5680.460000,0.017822,905.418881,4.219488
101,4456_0,5509.250000,0.017285,983.960707,4.219488
101,4519_0,5003.630000,0.015699,994.469994,4.219488
102,3590_1,330047.950000,0.288845,856.886480,7.134946
102,3592_0,289194.270000,0.253091,857.384641,7.134946
102,3770_0,164191.200000,0.143694,879.888117,7.235479
102,3775_0,139750.100000,0.122304,880.391068,7.185212
102,3596_0,111978.610000,0.097999,857.887592,7.134946
102,3779_1,63855.330000,0.055884,880.894020,7.185212
102,3442_1,12486.590000,0.010928,833.880052,7.185212
102,3444_1,10487.600000,0.009178,834.378213,7.185212
102,3599_0,10287.420000,0.009003,858.390543,7.185212
102,4175_0,6157.190000,0.005389,938.905855,6.984146
102,4033_1,3062.620000,0.002680,915.904217,6.682547
102,4605_0,1148.320000,0.001005,1010.928475,7.587344
103,77_0,6396054.810000,0.593552,125.025340,1.354298
103,244_0,1152852.700000,0.106984,169.012020,1.505097
103,245_0,689911.800000,0.064024,169.035970,1.203498
103,81_0,297988.400000,0.027653,126.026453,1.354298
103,1613_0,288275.200000,0.026752,449.107970,1.253765
103,824_0,258585.160000,0.023997,291.013625,1.354298
103,1734_0,207154.700000,0.019224,473.283161,1.354298
103,521_0,185154.300000,0.017182,224.801290,1.354298
103,1131_0,132363.500000,0.012283,347.023235,1.304031
103,74_0,94150.090000,0.008737,124.014648,1.304031
103,961_0,86779.700000,0.008053,316.774309,1.153232
103,1112_0,79750.800000,0.007401,343.138535,1.203498
103,1343_0,75652.720000,0.007021,393.045670,1.304031
103,83_0,69264.100000,0.006428,126.903025,1.354298
103,248_0,66232.820000,0.006146,170.017923,1.354298
103,1103_0,59394.610000,0.005512,341.088410,1.505097
103,529_0,53173.900000,0.004935,226.798724,1.304031
103,522_0,47687.000000,0.004425,224.825240,1.203498
103,1742_0,42493.890000,0.003943,474.284273,1.354298
103,814_0,41413.410000,0.003843,288.997030,1.354298
103,695_0,39604.080000,0.003675,261.004200,1.354298
103,171_0,35785.570000,0.003321,153.018170,1.253765
103,3333_0,30390.900000,0.002820,815.567836,1.253765
103,168_0,26466.400000,0.002456,152.007478,1.153232
103,512_0,25203.300000,0.002339,222.765534,1.404564
103,59_0,22700.220000,0.002107,117.016440,1.354298
103,119_0,21519.130000,0.001997,137.024320,1.203498
103,4029_0,19280.520000,0.001789,915.161765,1.454831
103,1619_0,18362.710000,0.001704,450.113873,1.203498
103,429_0,17931.100000,0.001664,205.013750,1.304031
103,520_0,17872.220000,0.001659,224.762969,1.404564
103,723_0,17601.330000,0.001633,268.749649,1.404564
103,490_0,14804.020000,0.001374,218.104853,1.354298
103,625_0,14557.550000,0.001351,247.050895,1.153232
103,356_0,13805.900000,0.001281,193.014770,1.203498
103,1576_0,13609.350000,0.001263,441.123020,1.203498
103,3426_0,12183.870000,0.001131,831.561686,1.203498
103,817_0,11934.800000,0.001108,289.088040,1.756430
103,831_0,11931.450000,0.001107,292.014738,1.304031
103,149_0,10984.210000,0.001019,146.082233,1.304031
103,556_0,10563.420000,0.000980,233.006580,1.354298
103,1132_0,9054.690000,0.000840,347.061555,1.354298
103,1119_0,8718.160000,0.000809,344.144438,1.203498
103,1355_0,7393.640000,0.000686,395.177225,1.153232
103,2297_0,6057.390000,0.000562,585.139520,1.203498
103,1151_0,5800.830000,0.000538,351.080375,1.253765
103,182_0,4305.210000,0.000400,155.053925,1.203498
103,1158_0,2118.620000,0.000197,352.210818,1.203498
103,1506_0,1027.680000,0.000095,428.127718,1.203498
104,2165_0,1236390.340000,0.719686,563.067145,5.023752
104,2172_0,205123.340000,0.119399,564.068258,5.023752
104,1984_0,173829.250000,0.101184,519.075675,5.023752
104,4017_0,39125.500000,0.022774,913.145170,4.822686
104,244_2,25197.080000,0.014667,169.012020,4.621620
104,2176_0,18518.640000,0.010779,565.069370,4.872953
104,1989_1,14108.970000,0.008213,520.076788,4.872953
104,482_1,4641.160000,0.002702,217.036680,5.275085
104,1985_0,1023.900000,0.000596,519.094835,5.476151
105,4257_1,7882025.570000,0.424387,951.110805,5.174552
105,4265_0,2846495.800000,0.153262,952.116708,5.124285
105,1372_0,2521646.500000,0.135771,399.042765,5.124285
105,2635_0,2182541.000000,0.117513,647.088745,4.973486
105,1378_0,1035461.500000,0.055752,399.545716,5.124285
105,1110_0,892647.000000,0.048062,343.066685,4.822686
105,4272_0,392720.460000,0.021145,953.117820,5.124285
105,999_1,351492.400000,0.018925,323.039645,5.023752
105,1743_1,178584.000000,0.009615,475.045885,5.275085
105,1379_0,124785.950000,0.006719,400.048668,5.074019
105,293_4,51588.180000,0.002778,179.056675,5.425884
105,1640_1,36481.940000,0.001964,455.023635,5.074019
105,708_1,30834.690000,0.001660,263.102225,5.325351
105,1117_0,18975.560000,0.001022,344.067798,4.671887
105,5689_0,15105.560000,0.000813,1256.148348,5.325351
105,136_2,7223.380000,0.000389,142.049043,5.878283
105,767_0,4140.190000,0.000223,277.055530,5.023752
106,618_1,23065297.440000,0.799273,245.091780,4.118955
106,623_1,1615351.240000,0.055976,246.097683,4.068689
106,105_1,1389324.550000,0.048144,133.015080,4.068689
106,422_1,1292496.820000,0.044788,203.083375,3.917889
106,2257_1,503076.500000,0.017433,579.171165,4.068689
106,53_1,216206.920000,0.007492,115.004635,4.018422
106,259_1,161273.760000,0.005589,172.096788,4.018422
106,817_1,120379.730000,0.004171,289.088040,3.968156
106,293_3,106350.260000,0.003685,179.056675,4.521087
106,1337_2,62331.200000,0.002160,391.105715,4.068689
106,2264_0,47174.480000,0.001635,580.177068,3.968156
106,4326_0,45146.460000,0.001564,961.131510,4.470821
106,804_0,37463.800000,0.001298,287.042705,4.018422
106,96_1,26570.830000,0.000921,130.088383,3.867623
106,1343_1,20882.600000,0.000724,393.045670,4.068689
106,1149_2,19227.200000,0.000666,351.037265,4.018422
106,303_2,12928.900000,0.000448,181.068480,4.068689
106,1633_0,11472.270000,0.000398,453.030990,4.018422
106,4335_0,11464.160000,0.000397,962.137413,4.470821
106,999_1,10615.280000,0.000368,323.039645,5.023752
106,1421_2,9469.880000,0.000328,409.116160,4.068689
106,408_0,9393.660000,0.000326,201.105100,4.018422
106,13_2,8275.340000,0.000287,96.960660,4.018422
106,950_0,6981.030000,0.000242,315.035535,4.018422
106,1333_0,6918.270000,0.000240,390.109393,4.068689
106,285_2,6033.080000,0.000209,177.016130,4.722153
106,292_2,5753.350000,0.000199,179.032725,3.968156
106,426_1,5504.490000,0.000191,204.084488,3.968156
106,56_1,4571.900000,0.000158,116.034488,4.018422
106,434_1,4460.560000,0.000155,206.081923,4.219488
106,2616_0,4421.260000,0.000153,643.098665,4.018422
106,952_2,4324.780000,0.000150,315.073855,4.018422
106,1152_0,3799.820000,0.000132,351.128275,4.018422
106,548_0,1569.730000,0.000054,230.961245,4.018422
106,1575_0,1350.680000,0.000047,441.103860,3.364958
107,1337_2,758621.260000,0.710531,391.105715,4.068689
107,3124_0,92177.790000,0.086335,777.056140,3.767090
107,1333_0,71276.080000,0.066758,390.109393,4.068689
107,927_0,40072.010000,0.037532,312.017828,4.219488
107,1341_0,34915.560000,0.032702,392.106828,4.068689
107,572_0,20070.050000,0.018798,236.014708,3.917889
107,3130_0,17436.070000,0.016331,778.062043,3.968156
107,2503_0,9408.010000,0.008812,625.045110,3.465491
107,965_0,8157.620000,0.007640,317.037760,3.767090
107,933_0,7713.470000,0.007225,312.520779,4.219488
107,88_1,4520.950000,0.004234,128.033468,4.068689
107,4219_1,3312.670000,0.003103,945.132870,4.068689
108,3643_0,246176.500000,0.327477,863.894267,7.084679
108,3647_0,224306.800000,0.298384,864.392428,7.084679
108,3823_0,68757.800000,0.091465,886.895905,7.084679
108,3651_0,68447.520000,0.091052,864.895380,7.084679
108,3829_0,64678.590000,0.086039,887.398856,7.084679
108,3832_0,26948.500000,0.035848,887.897017,7.084679
108,3503_0,23789.440000,0.031646,841.390791,7.084679
108,3498_0,22609.630000,0.030076,840.892630,7.084679
108,3509_0,3473.900000,0.004621,841.888952,7.084679
108,3656_0,2549.080000,0.003391,865.407911,7.084679
109,5682_0,49373.900000,0.212315,1254.591594,7.336012
109,5681_0,35899.110000,0.154371,1254.088643,7.235479
109,5683_0,35087.810000,0.150882,1255.089755,7.436545
109,5657_0,17200.390000,0.073964,1245.591161,7.486811
109,5658_0,16809.340000,0.072282,1246.089323,7.285745
109,5656_0,16739.740000,0.071983,1245.078630,7.486811
109,5103_1,14878.430000,0.063979,1105.512051,7.587344
109,5055_0,12305.390000,0.052915,1096.008668,7.486811
109,5058_0,9873.490000,0.042457,1097.009780,7.336012
109,5686_0,7617.990000,0.032758,1255.587916,7.637611
109,5108_0,5712.320000,0.024564,1106.019793,7.436545
109,5061_0,4873.710000,0.020958,1097.517521,7.235479
109,5688_0,3946.800000,0.016972,1256.100448,7.486811
109,5110_0,2232.270000,0.009599,1106.517954,7.587344
110,1531_0,12153307.850000,0.557469,433.109330,1.354298
110,1539_0,5045253.000000,0.231424,434.115233,1.354298
110,244_0,2103768.000000,0.096499,169.012020,1.505097
110,937_0,1362567.100000,0.062501,313.071630,1.354298
110,3673_0,461534.100000,0.021170,867.228116,1.304031
110,1546_0,283657.900000,0.013011,435.130715,1.454831
110,77_0,211050.600000,0.009681,125.025340,1.354298
110,3682_0,118805.500000,0.005450,868.238808,1.304031
110,248_0,60918.030000,0.002794,170.017923,1.354298
111,3908_0,9115130.000000,0.601253,899.225396,1.153232
111,3915_0,4035354.000000,0.266180,900.226508,1.153232
111,3920_0,1125324.000000,0.074229,901.237201,1.153232
111,1627_0,412894.500000,0.027235,451.124565,1.203498
111,5818_0,226367.300000,0.014932,1349.347611,1.153232
111,5819_0,123635.910000,0.008155,1350.348723,1.153232
111,3928_0,121524.230000,0.008016,902.233523,1.153232
112,1045_1,124835842.860000,0.782546,332.073608,5.174552
112,1057_2,14763791.300000,0.092548,333.079510,5.074019
112,1790_1,13192734.200000,0.082700,484.084638,5.074019
112,1797_1,2206296.490000,0.013830,485.085750,5.124285
112,1066_0,951760.830000,0.005966,334.080623,5.023752
112,2720_0,836999.810000,0.005247,665.161460,4.973486
112,4376_1,791056.770000,0.004959,969.183520,5.124285
112,1050_0,520922.000000,0.003265,332.269998,5.124285
112,1048_0,433290.000000,0.002716,332.169408,5.023752
112,4381_0,297128.660000,0.001863,970.189423,5.124285
112,433_0,218344.590000,0.001369,206.048393,4.973486
112,1801_1,154890.780000,0.000971,486.091653,5.174552
112,1136_0,140693.500000,0.000882,348.072248,5.677217
112,1110_0,83674.120000,0.000525,343.066685,4.822686
112,3176_1,59596.100000,0.000374,788.106698,5.375618
112,293_4,38185.140000,0.000239,179.056675,5.425884
113,1343_1,633851.810000,0.479527,393.045670,4.068689
113,4177_0,230759.430000,0.174576,939.111825,4.269755
113,1347_0,165171.900000,0.124957,393.543831,4.118955
113,1703_2,97770.530000,0.073966,469.048790,4.420554
113,345_1,91519.520000,0.069237,191.017335,4.118955
113,4185_0,51410.190000,0.038893,940.117728,4.219488
113,1348_0,26598.440000,0.020122,394.046783,4.169222
113,1709_0,24745.850000,0.018721,469.551741,4.169222
114,3975_0,253408.750000,0.262573,908.896430,7.034413
114,3980_0,252419.080000,0.261548,909.399381,7.034413
114,4137_0,119746.610000,0.124077,931.898067,7.185212
114,4139_0,113773.440000,0.117888,932.401019,7.034413
114,3986_0,95028.340000,0.098465,909.902332,6.984146
114,4142_0,53065.460000,0.054985,932.903970,7.084679
114,4080_0,20323.780000,0.021059,924.406489,6.984146
114,3990_0,14621.810000,0.015151,910.400494,6.783080
114,3867_0,13260.010000,0.013740,893.889322,7.336012
114,4234_0,12335.090000,0.012781,947.403336,6.933880
114,4087_0,10465.430000,0.010844,924.904650,6.783080
114,3819_0,6649.160000,0.006890,886.397743,7.084679
115,5223_1,269749.900000,0.329526,1130.568604,5.576684
115,5228_1,161633.200000,0.197451,1131.579296,5.576684
