feature_id,cluster_rt,cluster_mz
13637_0,14.750384,1152.008698
13647_0,14.700383,1152.559549
13662_0,14.700383,1153.560661
14384_0,14.750384,1202.562484
14395_0,14.750384,1203.558806
14407_0,14.750384,1204.559919
14437_0,14.750384,1206.509454
14451_0,14.750384,1207.510566
301_2,22.150532,185.11604
451_2,21.150512,209.11879
462_3,22.300535,211.135385
628_3,22.200533,235.133345
5141_2,22.450538,617.405041
5144_0,22.55054,617.730762
5158_2,22.500539,618.406154
5160_0,22.55054,618.731874
5172_2,22.500539,619.412056
7612_4,21.250514,779.455936
7631_5,22.400537,780.461839
7661_2,23.200553,782.478434
8228_0,22.500539,815.419346
8259_0,22.55054,817.435941
8368_0,22.500539,823.447406
8405_2,22.400537,825.464001
8411_3,22.55054,825.775352
8412_1,22.55054,825.837622
8418_2,22.55054,826.129813
8421_0,22.55054,826.206453
8427_2,22.450538,826.465114
8430_1,22.55054,826.843525
8445_3,23.05055,827.485386
8450_0,22.55054,827.849427
8468_3,22.650542,828.491289
8738_7,22.400537,842.478124
9322_0,22.55054,877.435631
9364_3,21.800525,879.399536
9385_1,21.800525,880.381488
13147_3,22.55054,1114.579544
13375_1,21.600521,1131.598456
16698_0,22.55054,1397.880012
16706_0,22.55054,1398.881125
6752_0,7.600242,723.192455
6766_0,7.650243,724.193568
9200_0,9.400277,871.218196
9213_0,9.400277,871.721147
9225_1,9.450278,872.224098
9235_0,9.450278,872.722259
9421_3,9.600281,882.206483
9428_0,9.450278,882.709434
10514_1,9.950288,947.221316
10522_1,9.850286,947.724267
10532_0,9.850286,948.222428
1479_1,18.600461,327.216536
1492_0,18.650462,328.222438
408_4,10.800305,203.083375
710_1,10.750304,245.09178
874_1,10.800305,267.073145
96_1,2.850147,141.01919
188_1,2.850147,167.000215
199_1,2.900148,169.01202
220_1,2.900148,173.04521
299_1,2.850147,185.00587
328_0,2.050131,191.055655
1181_1,2.900148,298.984205
1609_1,2.800146,341.05009
1626_1,2.900148,342.055993
1637_1,2.850147,343.066685
1656_2,2.900148,344.067798
1668_0,2.850147,345.06891
1801_1,2.900148,359.060535
1856_1,2.800146,365.04805
1979_2,2.850147,377.07098
2513_0,2.150133,427.016435
2694_1,2.850147,441.985222
3317_0,2.850147,487.988497
6198_1,2.900148,685.12144
6212_0,2.900148,686.127343
6230_1,2.950149,687.142825
6244_1,2.850147,688.143938
6431_1,2.900148,701.12008
6460_1,2.850147,703.131885
6539_1,2.900148,709.1194
6722_0,2.850147,721.14712
6735_0,2.850147,722.148233
6990_1,2.900148,740.053298
155_1,9.450278,160.006798
199_5,8.850267,169.01202
211_0,9.300275,171.028615
220_4,9.500279,173.04521
724_3,9.450278,247.036525
731_0,9.55028,247.534686
1201_2,9.100271,300.99601
1436_2,9.300275,323.039645
1443_0,9.500279,323.542596
1637_4,9.400277,343.066685
1656_4,9.700283,344.067798
3381_4,9.250274,493.06112
3427_2,9.200273,496.078828
3440_3,9.150272,497.07994
3715_3,9.350276,517.05908
5561_0,9.200273,645.07215
5580_0,9.200273,646.073263
5597_0,9.100271,647.088745
5616_0,9.05027,648.089858
5630_0,9.200273,649.09576
5866_0,9.55028,663.082595
5944_0,9.200273,669.07011
5965_2,9.750284,670.071223
6143_0,9.55028,681.08825
6415_0,9.200273,699.999217
6426_1,9.350276,701.00512
15593_1,9.55028,1295.182155
15604_1,9.450278,1296.178478
15619_0,9.450278,1297.18917
1453_2,5.400198,325.05624
1637_2,5.600202,343.066685
2965_0,5.400198,463.051695
3355_1,5.400198,491.044525
3369_0,5.400198,492.050428
3381_2,5.450199,493.06112
3397_1,5.400198,494.062233
3410_1,5.450199,495.077715
3427_0,5.450199,496.078828
3440_0,5.400198,497.07994
3580_1,5.400198,507.043165
3611_0,5.400198,509.05497
3715_1,5.450199,517.05908
3730_0,5.400198,518.060193
3846_0,5.400198,527.065415
4543_0,5.400198,579.027465
4758_0,5.400198,593.991462
4772_0,5.400198,594.997365
11228_0,5.400198,989.1435
11267_0,5.400198,991.160095
199_4,7.00023,169.01202
220_3,7.150233,173.04521
328_2,7.250235,191.055655
724_2,7.600242,247.036525
1201_1,7.250235,300.99601
1637_3,6.950229,343.066685
1656_3,7.050231,344.067798
1668_1,7.050231,345.06891
1856_3,6.900228,365.04805
2781_1,7.250235,449.06965
3251_2,7.200234,483.078735
3381_3,7.00023,493.06112
3397_2,7.050231,494.062233
3410_2,6.950229,495.077715
3427_1,7.050231,496.078828
3440_1,7.00023,497.07994
3641_3,7.250235,511.071565
3715_2,7.050231,517.05908
3730_1,6.900228,518.060193
3872_0,7.250235,529.08201
3884_0,7.150233,530.083123
4121_2,7.150233,547.988187
11267_1,7.150233,991.160095
11281_1,7.100232,992.161208
879_5,25.250594,268.035938
888_11,25.250594,269.04663
2675_4,11.250314,440.097958
4729_4,11.250314,592.113778
80_1,7.050231,136.075898
199_6,10.950308,169.01202
1201_3,10.700303,300.99601
3251_3,9.150272,483.078735
3397_3,10.300295,494.062233
3440_4,10.950308,497.07994
1453_5,8.900268,325.05624
38_4,6.650223,123.008745
5421_2,10.05029,636.090878
894_4,28.450657,269.214281
3031_0,9.800285,466.107723
3028_2,10.850306,466.050243
3166_3,17.55044,477.1966
3334_1,17.55044,489.19079
3586_4,17.55044,507.201236
3745_4,17.450438,519.200216
3756_1,17.55044,520.206118
3241_0,17.350436,482.211743
4994_9,17.350436,609.12311
31_1,3.350157,120.053308
438_0,3.350157,207.078245
1499_9,18.600461,329.06548
3819_0,18.400457,525.13983
3834_4,18.650462,526.131363
5287_3,21.150512,627.277256
7307_0,1.200114,761.13414
773_8,29.250673,253.0911
978_1,29.150671,278.219503
3675_2,29.200672,513.303711
2587_5,14.000369,433.11412
3927_0,14.300375,533.201421
5253_2,19.700483,625.265451
5167_1,10.750304,619.162975
5058_3,16.500419,613.11798
2342_6,26.050609,410.102903
2355_5,26.10061,411.104015
2372_2,26.200612,412.109918
3626_0,26.200612,510.022553
1564_2,30.000688,335.220646
120_9,19.100471,151.001575
824_9,19.05047,259.059455
1057_9,18.200453,287.057075
1073_6,18.300455,288.058188
4176_3,19.05047,551.154385
4189_1,19.05047,552.155498
4506_8,19.650482,577.13541
4546_7,18.800465,579.147215
4569_11,18.950468,580.153118
7105_6,18.900467,747.152095
9358_1,19.100471,879.212726
9381_2,19.000469,880.213838
15847_1,18.900467,1314.337413
707_5,12.750344,245.04388
888_4,12.750344,269.04663
2625_4,12.900347,436.069558
2630_2,12.900347,436.572509
2720_2,12.55034,445.07478
4546_3,12.750344,579.147215
5027_7,13.000349,611.139705
5615_2,13.05035,648.056328
5908_0,12.650342,666.138623
5919_1,12.850346,667.149315
5930_0,12.850346,667.647477
5936_0,12.850346,668.150428
5941_0,12.850346,668.653379
6100_4,12.850346,678.132813
6109_2,12.850346,678.635764
6328_0,12.850346,693.604552
6333_0,12.850346,694.107503
7221_3,13.000349,755.146625
8239_0,12.900347,816.200118
9555_3,12.950348,891.197335
9564_0,12.950348,891.700287
12774_1,12.950348,1089.230801
16081_0,12.850346,1335.308086
16092_0,12.900347,1336.309198
16117_0,12.900347,1338.311423
16128_0,12.900347,1339.298166
16141_0,12.900347,1340.299278
9498_2,9.450278,887.178515
2742_2,12.450338,447.091375
2764_3,12.500339,448.097278
251_2,7.50024,179.032725
393_1,10.400297,201.01888
438_2,9.700283,207.078245
609_2,9.250274,233.0449
1802_1,9.900287,359.074905
5167_0,9.950288,619.162975
6141_0,9.850286,681.03077
1036_0,5.850207,285.05964
418_5,16.500419,205.01375
1056_5,18.000449,287.018755
8546_0,12.200333,833.16155
12335_1,12.350336,1059.221376
12354_1,12.400337,1060.217698
12369_2,12.450338,1061.218811
8830_1,8.200254,849.203301
8845_0,8.400258,850.204413
2356_2,11.900327,411.132755
43_6,13.000349,125.02534
158_5,12.950348,161.02228
168_7,12.950348,163.038875
1057_6,12.850346,287.057075
1248_5,13.05035,305.06752
2821_5,12.950348,451.100615
3113_5,12.950348,473.0724
1834_2,9.200273,363.074565
1845_2,9.150272,364.075678
4740_1,9.300275,593.14842
3189_0,9.950288,479.083865
6976_0,6.50022,739.186305
2268_0,6.600222,403.157385
2275_0,6.600222,404.153708
11512_1,10.500299,1008.217328
11524_1,10.500299,1008.720279
1334_2,24.700583,313.200961
8127_2,24.650582,809.470151
959_1,17.05043,276.126268
2525_4,17.05043,428.132508
1420_4,11.100311,321.02305
5187_2,11.350316,621.08377
5796_1,11.05031,659.063775
758_3,19.05047,251.093665
9833_1,10.750304,907.172025
13971_3,24.250574,1174.588814
1248_3,8.750265,305.06752
4506_3,9.750284,577.13541
13656_1,9.650282,1153.258891
13674_1,9.750284,1154.260003
102_0,1.100112,144.065638
306_0,1.100112,186.078833
4994_8,14.450378,609.12311
5012_5,14.400377,610.129013
845_2,10.5503,263.054325
2398_2,10.5503,415.065355
5919_2,13.950368,667.149315
5930_1,14.000369,667.647477
5936_1,13.800365,668.150428
19061_4,22.350536,1685.769312
547_0,1.800126,223.939087
86_0,21.350516,137.09617
139_2,21.300515,155.106615
212_2,21.250514,171.100465
215_3,21.350516,172.106368
473_0,21.350516,213.11366
6614_1,21.200513,713.439991
6624_0,21.150512,714.441104
10238_0,21.300515,929.938952
10928_1,20.950508,970.946245
11828_0,20.5505,1028.469499
11932_1,21.000509,1033.958852
12872_1,20.450498,1096.008668
13070_1,21.05051,1110.009873
13080_0,20.200493,1110.508034
13165_0,20.850506,1116.011758
13170_1,20.700503,1116.509919
13174_0,20.950508,1117.00808
13178_2,20.950508,1117.511031
13630_3,21.100511,1151.548856
13786_0,21.000509,1162.029403
13794_1,21.000509,1162.532354
13880_1,21.100511,1168.548609
20905_2,21.200513,1884.88053
20918_0,21.350516,1885.910382
21012_1,21.250514,1896.90825
21025_0,21.100511,1897.909362
21035_0,21.100511,1898.920055
4280_3,26.800624,559.187235
8643_2,26.750623,837.410291
8663_0,26.800624,838.416194
8682_0,26.800624,839.412516
9722_4,26.850625,900.403739
580_2,19.950488,229.14583
1728_0,19.950488,351.214496
1738_0,20.000489,352.215608
6594_0,20.05049,712.381398
6754_0,19.950488,723.288256
12979_2,20.100491,1103.500246
13893_1,19.750484,1169.530561
1111_3,21.700523,291.195645
1335_1,21.900527,313.239281
1347_0,21.850526,314.240393
6967_0,21.850526,738.884535
6981_0,21.850526,739.382696
12622_1,21.800525,1078.989755
12629_0,21.800525,1079.468756
12633_2,21.800525,1079.981287
13246_0,21.850526,1122.018433
13253_3,21.800525,1122.521384
13448_1,21.950528,1137.538071
13768_3,21.950528,1161.02829
13778_1,22.000529,1161.531241
14871_0,21.700523,1241.06939
17417_0,21.850526,1478.768944
19384_3,22.05053,1732.778489
557_0,8.600262,225.11264
1260_3,8.700264,306.068633
2101_2,8.600262,389.01727
859_2,10.350296,265.07092
868_0,10.200293,266.076823
1500_3,8.100252,329.08943
1513_2,8.050251,330.090543
2533_0,7.400238,429.1432
1014_1,18.950468,283.191535
5095_5,19.000469,615.206426
5114_2,18.900467,616.207538
4780_6,24.750584,595.289556
4800_0,24.700583,596.290668
10431_5,25.5506,941.937932
10438_2,24.650582,942.455254
10524_1,24.600581,947.958977
10535_2,24.600581,948.457139
10542_2,24.400577,948.96009
13887_1,24.55058,1169.0324
13893_4,24.800585,1169.530561
13902_2,24.750584,1170.028723
13976_2,24.650582,1175.029495
13984_4,24.650582,1175.532446
14004_4,24.600581,1177.0413
14244_2,24.400577,1192.570519
16720_0,24.700583,1401.16117
16722_0,24.700583,1401.659332
16725_0,24.900587,1402.162283
16734_0,24.700583,1403.168185
16805_0,24.950588,1410.669344
21012_2,24.600581,1896.90825
21024_1,24.650582,1897.880622
21034_0,24.600581,1898.910475
21166_3,24.600581,1914.918695
21175_1,24.600581,1915.910227
21184_3,24.600581,1916.92092
3866_0,18.500459,528.286868
5218_2,15.900407,623.138685
5235_2,15.900407,624.139798
5438_5,16.300415,637.15426
7612_1,16.150412,779.455936
7620_0,16.250414,779.958887
7631_0,16.05041,780.461839
10674_1,16.750424,956.518729
10792_0,16.150412,963.004405
10811_0,16.150412,964.015098
16418_0,16.150412,1368.248998
18549_0,16.150412,1625.309781
19203_0,15.950408,1706.002323
19214_0,15.950408,1706.989065
19225_0,16.150412,1707.999757
756_1,7.450239,251.055345
764_1,7.450239,252.070828
997_1,7.450239,281.06477
1304_1,7.450239,311.078985
1744_0,7.350237,353.08739
1057_3,6.950229,287.057075
4694_3,11.200313,589.09607
4582_0,7.750245,581.15423
9104_1,7.50024,866.198263
7851_4,26.000608,793.437981
7873_5,26.10061,794.439094
8228_1,26.050609,815.419346
11213_0,24.700583,988.391468
13889_0,9.700283,1169.219211
2967_2,11.05031,463.085225
2993_0,11.000309,464.091128
3335_0,19.450478,489.214741
13102_2,19.800485,1112.007308
13685_0,19.55048,1155.031195
9379_0,11.850326,880.146778
9399_3,12.500339,881.15268
17260_5,26.000608,1456.701359
4999_5,24.55058,609.266811
9155_3,24.450578,868.9142
9166_6,24.750584,869.421941
9175_2,23.850566,869.929682
9188_1,24.000569,870.432634
9271_4,24.700583,874.906505
9280_3,24.700583,875.419036
9287_1,24.600581,875.931567
19461_1,24.700583,1739.838967
12102_0,20.750504,1044.97109
13269_0,20.600501,1123.488966
13276_2,20.500499,1124.001498
13282_1,20.300495,1124.509239
4403_3,16.150412,569.12651
4412_1,16.200413,570.132413
13240_1,23.600561,1121.549011
14830_1,23.55056,1237.07931
14841_0,23.500559,1238.080423
14897_0,23.250554,1243.090775
14908_1,23.250554,1243.579356
14924_2,22.700543,1244.580469
15045_1,22.800545,1253.580901
15206_0,23.250554,1265.08172
15213_2,24.05057,1265.599041
17072_5,22.950548,1436.679109
11246_0,17.150432,989.957802
11257_0,17.150432,990.465544
1148_3,28.950667,295.228836
10427_3,20.500499,941.506831
11200_2,20.400497,987.514896
11217_3,20.5505,988.516009
8848_4,24.200573,850.491814
8864_2,24.200573,851.497716
6269_1,16.950428,689.834812
16529_1,16.400417,1380.669499
16539_1,16.400417,1381.680192
14001_3,19.55048,1176.600619
9900_2,18.300455,910.515454
10674_2,18.350456,956.518729
4582_1,8.800266,581.15423
4598_1,8.800266,582.155343
926_4,8.200254,273.0415
7119_0,8.900268,748.157998
9969_0,8.350257,914.146283
131_3,5.850207,153.01817
1864_0,5.550201,366.020423
12444_2,8.50026,1065.18973
12457_2,8.50026,1066.190843
11067_0,24.800585,979.826927
9691_6,25.450598,898.482944
9710_5,25.450598,899.479266
540_4,21.400517,223.096045
9639_2,21.55052,895.484396
1353_3,13.900367,315.049905
2381_4,13.850366,413.14456
6782_3,11.05031,725.19468
6797_2,11.150312,726.191003
81_0,7.700244,136.99079
867_1,7.550241,266.048083
975_1,7.700244,278.066223
2409_0,7.650243,416.047308
2417_0,7.550241,417.03884
2650_0,7.650243,438.019093
11976_0,7.700244,1037.259171
14196_1,7.750245,1189.298941
15257_0,7.750245,1269.311301
15265_1,7.650243,1269.809462
1517_1,21.500519,330.234243
2419_3,12.950348,417.08195
2430_2,12.950348,418.083063
7224_1,10.100291,755.204106
7239_1,10.100291,756.205218
189_5,7.250235,167.033745
2822_0,5.450199,451.119775
6047_0,5.300196,675.172585
6058_0,5.350197,675.675537
1877_0,7.250235,367.160445
2012_4,15.650402,381.01795
2245_5,15.650402,401.04978
4774_5,15.600401,595.074005
4792_1,15.600401,596.075118
4806_5,14.950388,597.08581
8531_0,15.600401,832.174808
530_1,28.650661,221.15609
3358_5,24.850586,491.140325
14516_2,24.850586,1212.607139
15132_3,24.850586,1258.619994
16908_0,24.900587,1420.680469
16917_5,25.150592,1421.672002
16926_5,24.950588,1422.687484
17337_6,25.950607,1466.688534
17344_5,24.850586,1467.689647
17457_0,24.850586,1483.669127
17472_1,24.850586,1485.671352
5788_5,27.000628,658.431494
5811_5,27.000628,659.432606
5828_6,27.000628,660.438509
6480_7,27.000628,704.434769
6495_5,27.000628,705.440671
6801_5,27.000628,726.420924
379_4,13.000349,199.040605
503_4,13.000349,217.05105
671_2,13.05035,241.0538
1035_5,13.55036,285.04048
1037_0,13.000349,285.07401
1073_3,12.800345,288.058188
1260_6,13.05035,306.068633
2782_5,12.55034,449.10797
2835_3,12.950348,452.106518
3682_1,12.900347,514.098853
3946_0,13.000349,535.055155
4151_0,13.000349,550.019153
9765_0,13.05035,903.215476
9785_0,13.05035,904.216588
1004_0,14.100371,282.113783
1164_0,13.950368,297.07778
2744_1,14.100371,447.129695
14747_0,8.550261,1230.320603
745_1,4.750185,249.12497
752_0,4.700184,250.126083
120_4,9.950288,151.001575
301_0,9.100271,185.11604
341_4,9.250274,193.01477
579_1,9.300275,229.10751
1035_2,9.200273,285.04048
1894_0,9.300275,369.11956
2107_0,9.55028,389.18013
2535_0,9.350276,429.210261
3013_2,9.800285,465.10182
4453_1,8.850267,573.0639
824_1,7.100232,259.059455
1474_1,5.450199,327.072835
2425_2,15.450398,417.249601
2434_0,15.450398,418.250713
4796_5,22.150532,596.146968
4809_6,22.150532,597.15766
669_0,2.950149,241.00111
2353_0,3.00015,411.022585
2370_0,2.900148,412.023698
212_3,24.750584,171.100465
949_0,23.650562,275.201796
3660_0,23.650562,512.293018
362_2,20.600501,195.136745
367_0,20.650502,196.142648
788_6,14.800385,255.069375
12776_2,14.650382,1089.278701
12796_1,14.750384,1090.279813
8548_2,12.900347,833.204661
8569_2,13.250354,834.210563
3850_3,16.350416,527.132475
3962_1,16.350416,536.137698
3968_0,16.350416,536.640649
12548_1,16.250414,1073.280061
12561_1,16.250414,1074.290753
12577_0,16.350416,1075.291866
4506_2,8.250255,577.13541
4529_1,8.200254,578.136523
1127_5,27.650641,293.212241
1138_4,27.750643,294.213353
3874_5,15.250394,529.13949
2489_1,6.700224,425.08606
4506_1,6.750225,577.13541
4529_0,6.700224,578.136523
11740_2,9.900287,1023.229226
11747_1,10.000289,1023.732177
11757_0,9.850286,1024.230338
11765_0,9.850286,1024.738079
5714_2,10.600301,654.158803
5723_1,10.600301,654.661754
6849_1,9.750284,730.147553
6855_1,10.700303,730.664874
6860_0,9.800285,731.148665
7014_1,10.400297,741.155
33_3,11.250314,121.03047
49_2,10.800305,126.026453
120_5,11.55032,151.001575
235_0,10.850306,176.043758
260_2,11.55032,180.005098
342_4,11.150312,193.0483
379_2,10.900307,199.040605
503_3,10.900307,217.05105
514_4,10.850306,219.029325
671_1,11.500319,241.0538
692_1,11.000309,243.027285
805_4,11.600321,257.04286
829_0,10.850306,259.270216
832_3,10.900307,260.065358
938_2,10.850306,274.042613
1209_2,11.100311,301.259461
1223_5,11.450318,303.050925
2354_1,11.05031,411.070485
2451_4,10.850306,421.04329
3380_0,11.950328,493.03717
3640_2,11.150312,511.052405
3655_1,11.100311,512.053518
4221_2,10.800305,555.058245
4464_2,10.800305,573.380041
4468_2,10.800305,574.069803
5091_2,10.800305,615.096255
5163_2,11.100311,619.071965
5435_1,11.000309,637.07762
5974_1,10.600301,670.411314
8034_0,10.850306,805.05855
15399_0,10.850306,1279.169145
15415_0,11.05031,1280.179838
15430_0,10.800305,1281.17137
15651_0,10.800305,1300.111078
15661_0,10.800305,1301.12177
16139_1,10.900307,1340.160368
1380_4,9.100271,317.02818
2845_1,9.05027,453.10284
2861_1,9.05027,454.103953
3253_0,8.700264,483.150585
5248_1,9.500279,625.08343
5340_0,8.850267,631.070945
1035_6,15.200393,285.04048
1223_6,13.850366,303.050925
1238_5,14.600381,304.052038
1319_0,14.55038,312.022618
2126_2,15.400397,391.105715
2843_6,14.800385,453.04536
2870_4,14.55038,455.061955
2886_4,14.55038,456.067858
3161_4,14.55038,477.04332
4136_3,14.700383,549.06594
4959_3,14.750384,606.086243
4978_3,15.200393,607.389126
4983_4,14.700383,608.074098
5215_2,14.300375,623.066835
5370_5,14.650382,633.04922
5820_2,14.650382,660.127158
10042_3,14.450378,919.118315
10328_0,14.700383,936.122858
609_3,11.150312,233.0449
1106_1,12.000329,291.051945
1779_0,11.850326,357.09663
