"id","species_code","itteration","Raos_Q","D_q","MD_q","FD_q","ncomps","updated"
"757","T69_1","1","0.786303","9.58541","7.53704","72.2456","193","2020-11-16 18:54:43"
"758","T68_2","1","0.871719","16.3723","14.2721","233.667","86","2020-11-16 18:54:43"
"759","T69_3","1","0.737478","7.85875","5.79565","45.5466","114","2020-11-16 18:54:43"
"760","T69_2","1","0.76456","8.85011","6.76644","59.8837","135","2020-11-16 18:54:43"
"761","T69_4","1","0.8032","12.2775","9.86131","121.072","130","2020-11-16 18:54:44"
"762","T70_1","1","0.862204","15.5919","13.4434","209.61","114","2020-11-16 18:54:44"
"763","T70_2","1","0.751331","24.8184","18.6469","462.785","155","2020-11-16 18:54:44"
"764","T70_4","1","0.814773","17.9295","14.6085","261.922","204","2020-11-16 18:54:45"
"765","T70_3","1","0.819624","18.0788","14.8178","267.888","105","2020-11-16 18:54:45"
"766","T70_5","1","0.869837","21.6155","18.802","406.415","233","2020-11-16 18:54:45"
"767","T71_1","1","0.891862","39.51","35.2374","1392.23","372","2020-11-16 18:54:45"
"768","T71_2","1","0.865964","13.3009","11.5181","153.202","107","2020-11-16 18:54:46"
"769","T71_5","1","0.828973","14.1721","11.7483","166.497","150","2020-11-16 18:54:46"
"770","T72_3","1","0.930862","22.6491","21.0832","477.514","112","2020-11-16 18:54:46"
"771","T71_3","1","0.793586","9.56236","7.58856","72.5645","96","2020-11-16 18:54:46"
"772","T72_6","1","0.94981","27.357","25.984","710.844","121","2020-11-16 18:54:47"
"773","T72_1","1","0.935103","19.1756","17.9311","343.839","169","2020-11-16 18:54:47"
"774","T72_7","1","0.945268","26.8696","25.399","682.462","141","2020-11-16 18:54:47"
"775","T72_4","1","0.952835","28.0157","26.6943","747.86","162","2020-11-16 18:54:48"
"776","T73_4","1","0.686783","11.9867","8.23228","98.678","81","2020-11-16 18:54:48"
"777","T73_1","1","0.922842","26.1041","24.09","628.846","118","2020-11-16 18:54:48"
"778","T73_3","1","0.699609","12.0918","8.45956","102.292","81","2020-11-16 18:54:48"
"779","T73_5","1","0.825908","13.6806","11.2989","154.576","85","2020-11-16 18:54:48"
"780","T74_1","1","0.923311","20.5236","18.9497","388.916","228","2020-11-16 18:54:48"
"781","T74_6","1","0.906688","15.2843","13.8581","211.812","115","2020-11-16 18:54:49"
"782","T74_2","1","0.879644","10.9981","9.6744","106.4","108","2020-11-16 18:54:49"
"783","T73_2","1","0.934118","18.4173","17.204","316.851","87","2020-11-16 18:54:49"
"784","T74_5","1","0.865583","11.6862","10.1154","118.21","111","2020-11-16 18:54:49"
"785","T76_1","1","0.918101","34.6141","31.7792","1100.01","418","2020-11-16 18:54:49"
"786","T76_4","1","0.9119","42.3674","38.6348","1636.86","445","2020-11-16 18:54:49"
"787","T76_2","1","0.90337","38.9873","35.22","1373.13","574","2020-11-16 18:54:50"
"788","T76_3","1","0.871861","33.407","29.1263","973.022","406","2020-11-16 18:54:50"
"789","T82_3","1","0.836007","13.5951","11.3656","154.517","173","2020-11-16 18:54:50"
"790","T74_4","1","0.881437","11.329","9.98582","113.13","116","2020-11-16 18:54:50"
"791","T82_1","1","0.862214","14.0238","12.0915","169.568","164","2020-11-16 18:54:50"
"792","T82_2","1","0.858766","19.9629","17.1435","342.235","178","2020-11-16 18:54:50"
"793","T82_4","1","0.854004","10.2682","8.76904","90.0419","133","2020-11-16 18:54:50"
"794","T84_1","1","0.898316","17.1784","15.4316","265.089","189","2020-11-16 18:54:50"
"795","T76_5","1","0.916545","31.6706","29.0276","919.322","301","2020-11-16 18:54:51"
"796","T82_5","1","0.767251","19.3387","14.8376","286.94","290","2020-11-16 18:54:51"
"797","T84_4","1","0.916418","17.7545","16.2706","288.876","142","2020-11-16 18:54:51"
"798","T84_3","1","0.930947","21.5924","20.1014","434.039","176","2020-11-16 18:54:51"
"799","T85_1","1","0.825948","7.60025","6.27741","47.7098","63","2020-11-16 18:54:52"
"800","T84_2","1","0.949587","25.0553","23.7922","596.12","155","2020-11-16 18:54:52"
"801","T86_2","1","0.896957","13.9426","12.5059","174.364","78","2020-11-16 18:54:52"
"802","T86_1","1","0.910578","13.713","12.4868","171.232","93","2020-11-16 18:54:52"
"803","T85_2","1","0.859263","9.30831","7.99829","74.4506","99","2020-11-16 18:54:52"
"804","T86_3","1","0.922155","15.5358","14.3264","222.571","95","2020-11-16 18:54:52"
"805","T86_5","1","0.908222","49.7946","45.2245","2251.94","324","2020-11-16 18:54:53"
"806","T86_4","1","0.890502","12.7611","11.3638","145.014","96","2020-11-16 18:54:53"
